name;area;employer;salary;experience;monthly_hours
Аналитик 1С;Москва;Федеральная корпорация по развитию малого и среднего предпринимательства (АО Корпорация «МСП»);;3;168.0
Программист 1C ERP;Альметьевск;Электрощит;;3;168.0
Администратор магазина (Октября, 127 к 1а);Уфа;МАГНИТ, Розничная сеть;61050.0;0;180.0
Аналитик 1С;Москва;Diamond Personnel R&C;;1;168.0
Оператор 1С;Правдинский (Московская область);Джиэсэс Косметикс;85000.0;1;165.0
Консультант 1С ЗУП;Москва;GRI;;1;168.0
Продавец (Петровская, 107);Энгельс;МАГНИТ, Розничная сеть;37450.0;0;180.0
Системный аналитик 1С для проекта 1С:WMS;Минск;Белтаможсервис;;1;168.0
Аналитик 1С;Красноярск;1C-Рарус;90000.0;3;168.0
Продавец-кассир (Ленинградская 10);Киров (Кировская область);Бристоль, сеть магазинов;60000.0;0;180.0
Бариста (Москва, Рождественская, 11);Москва;Перекрёсток;77500.0;0;132.0
Контролер-кассир (ул.Калинина 9/1);Светлогорск (Беларусь);Доброном;;0;168.0
Стоматолог-терапевт (ул. Гастелло, 1);Екатеринбург;ЭстетикАрт;170000.0;1;
Оператор 1С;Екатеринбург;MPR&Galam;57500.0;0;168.0
Программист-стажер 1С;Воронеж;Первый Бит;52500.0;0;168.0
Продавец (Короленко, 41);Казань;МАГНИТ, Розничная сеть;51400.0;0;180.0
Программист 1C;Москва;Такси Шоколад;;1;168.0
Оператор 1С на склад;Краснодар;Морские Деликатесы;67500.0;1;210.0
Водитель (категория С);Санкт-Петербург;Ресурс Атэ;150000.0;1;180.0
Бухгалтер-кассир/Оператор 1С;Симферополь;ТК Мейджик Транс;50000.0;1;168.0
Ведущий разработчик 1С;Санкт-Петербург;Группа ЛСР;;3;168.0
Продавец в Дискаунтер (Лермонтовский проспект, 19к1);Москва;МАГНИТ, Розничная сеть;72600.0;0;180.0
Пекарь (Москва, Бирюлёвская, 21);Москва;Перекрёсток;72500.0;0;132.0
Водитель (категория С);Воронеж;АвтоМир;96700.0;1;168.0
Оператор ПК 1С;Пермь;Юзипович Э.И.;44500.0;1;168.0
Инженер-программист 1С;Минск;Домотехника;;3;168.0
Оператор станков с ЧПУ;Астана;KAZIMPORT-S;75000.0;3;168.0
Техник (ТЦ Торговый Парк №1);Тверь;NEW YORKER;;1;
Тестировщик 1С;Саратов;ИТ Эксперт;115000.0;1;168.0
Администратор 1С;Москва;Oomph;150000.0;3;168.0
Менеджер по работе с клиентами;Орел;NK studio;55000.0;1;168.0
Администратор магазина (Тихая, 12);Мурино;МАГНИТ, Розничная сеть;77550.0;0;180.0
Мерчандайзер (Восстановления 17, напитки);Красное Село;ANCOR;17500.0;0;90.0
Продавец (Короленко, 138);Новосибирск;МАГНИТ, Розничная сеть;47495.0;0;174.0
Системный администратор (1С, офис, Москва);Москва;Центр Материально-Технического Обеспечения;130000.0;1;168.0
Менеджер по работе с клиентами;Нижний Новгород;Мебельная фурнитура;50000.0;1;168.0
Продавец (Победы, 114);Хасавюрт;МАГНИТ, Розничная сеть;26250.0;0;174.0
Инженер-программист 1 категории;Когалым;Спецнефтетранс;108000.0;1;168.0
Оператор 1С;Астана;RB Brands;36300.0;1;168.0
Помощник менеджера / Оператор 1С (косметология);Хабаровск;А410;;1;168.0
Программист 1С;Москва;UNITED FASHION GROUP;;0;168.0
Программист 1С;Москва;Автономная Некоммерческая Профессиональная Образовательная организация Художественно-Гуманитарный Колледж Содействие;180000.0;1;147.0
Администратор магазина (Московская, 4/1);Раменское (Московская область);МАГНИТ, Розничная сеть;66500.0;0;180.0
Оператор 1С;Челябинск;Кондитерский дом Аксенов;48000.0;1;168.0
Программист 1С;Новосибирск;iFCM;210000.0;1;168.0
Оператор 1С ЕГАИС;Подольск (Московская область);Виноторговая компания Форт;;1;168.0
Функциональный архитектор 1С: MDM;Москва;Информационные системы ВС;;3;168.0
Менеджер по работе с клиентами;Санкт-Петербург;Приморский Дом;80000.0;0;168.0
Экономист производства (по работе в 1С ERP);Воронеж;Типак;100000.0;3;168.0
Оператор по работе с клиентами (пр-кт Героев-североморцев 61/21);Мурманск;Почта России;68544.5;0;168.0
Программист 1С (УТ 10.3);Москва;Осознанная карьера;200000.0;1;168.0
Водитель автомобиля (категория С);Минск;ИМПЕРИЯ КОФЕ;;1;168.0
Системный администратор/ Администратор 1С;Набережные Челны;Pegas;100000.0;1;168.0
Специалист-консультант 1C: ERP;Краснодар;Красное & Белое, розничная сеть;;1;
Разработчик/программист 1С;Воронеж;Триема;130000.0;3;168.0
Ведущий программист 1С;Москва;Либхерр-Русланд;;3;168.0
Оператор 1С;Хабаровск;Логистерра;58650.0;0;168.0
Ведущий программист 1С (Розница);Москва;GRI;;3;168.0
Администратор магазина (Челюскинцев, 16);Оренбург;МАГНИТ, Розничная сеть;42900.0;0;180.0
Программист 1С;Алматы;Бостан;;6;168.0
Оператор ПК/ 1С Оператор базы данных;Санкт-Петербург;Сеть магазинов Медтехника №7;65000.0;1;168.0
Системный администратор 1С (1С:Предприятие / SQL / инфраструктура);Санкт-Петербург;Специнжиниринг;;3;168.0
Водитель категории С, Е;Дзержинск (Нижегородская область);Производственное предприятие Нижегородский Литейный Завод;100000.0;1;168.0
Консультант по поддержке пользователей 1С;Тула;КорсГрупп;50000.0;0;180.0
Менеджер проектов 1С;Москва;Sumitec International;;3;168.0
Консультант-бухгалтер 1С (ИТС);Ташкент;LEADING BUSINESS SOFTWARE;9198.0;1;168.0
Программист, Fullstack-разработчик (1C/Python);Санкт-Петербург;АДР;;1;168.0
Менеджер по работе с клиентами;Ростов-на-Дону;КТЛ;50000.0;0;168.0
Программист 1С;Ташкент;Первый Бит;;1;168.0
Аналитик 1С:ERP (техническая поддержка);Москва;ИСРАТЭК;;1;168.0
Оператор 1С;Домодедово (Московская область);Эталон-Сервис;82500.0;0;168.0
Программист 1C;Москва;ФармЛайн;220000.0;3;168.0
Менеджер по работе с маркетплейсами;Новосибирск;YourFit;80000.0;1;168.0
Программист 1С;Нижний Новгород;Синергетик;150000.0;3;168.0
Продавец-консультант (с. Столбище);Казань;Сеть магазинов Хочу Еще;65000.0;0;180.0
Пекарь (Москва, Тихвинская, 17);Москва;Перекрёсток;90850.0;0;132.0
Ведущий программист 1С /Team Lead;Тула;ЛЕГИОН;200000.0;3;168.0
Специалист по работе с семьей;Оренбург;ГБУСО КЦСОН в Северном округе г. Оренбурга;27200.0;0;168.0
Помощник менеджера / операционист 1С;Санкт-Петербург;Ленинградский Завод СпецКрепежа;55000.0;0;168.0
Системный аналитик (комплексы 1С);Екатеринбург;Восток.Софт;;3;168.0
Программист 1С;Москва;СберСпасибо;;3;168.0
Программист 1С;Минск;Автопромснаб-спедишн;;1;168.0
Аналитик (младший аналитик) / Консультант 1С;Санкт-Петербург;РОСМА;150000.0;3;168.0
Мерчандайзер стационарный (14 Линия/напитки);Ростов-на-Дону;ANCOR;33880.0;0;168.0
Продавец-кассир (Свердлова д.11);Железногорск (Красноярский край);КДВ Групп;55000.0;0;180.0
Функциональный архитектор 1С (заместитель главного функционального архитектора 1С);Москва;Информационные системы ВС;;1;168.0
Бариста (Раменское, Солнечный, Лучистая, 10);Раменское (Московская область);Перекрёсток;62500.0;0;132.0
Программист 1С;Москва;1C-Рарус;;3;168.0
Программист/middle программист/консультант 1 С;Москва;Европапир;;1;168.0
Юрисконсульт (Булатова,100);Омск;МЦСМ Евромед;60000.0;3;168.0
Продавец (Тушинская, 24с15);Москва;МАГНИТ, Розничная сеть;88500.0;0;180.0
Ведущий разработчик 1С;Санкт-Петербург;Амрита;;3;168.0
Программист 1С УТ и Бухгалтерия;Минск;Фараон-трейд;;3;168.0
Программист 1С;Минск;Главбух;;1;168.0
Программист 1С;Красноярск;Красноярскнефтепродукт;;1;168.0
Консультант 1С;Москва;R4S;;1;168.0
Разработчик 1С (WMS);Дзержинск (Нижегородская область);Сладкая жизнь, компания;313800.0;3;168.0
Продавец (Ботвина, 10/21);Великие Луки;МАГНИТ, Розничная сеть;40800.0;0;174.0
Водитель категории С;Дмитров (Московская область);МАГНИТ, Розничная сеть;160294.0;0;240.0
Кассир-продавец (ул.Песчаная,171);Барнаул;Мария-Ра;46400.0;0;174.0
Оператор станков с ЧПУ;Санкт-Петербург;Специальные кабельные системы;150000.0;1;168.0
Ведущий программист 1C;Ижевск;Калашников;;3;168.0
Бухгалтер-оператор 1С;Новосибирск;ГК Научное оборудование;65000.0;1;168.0
Старший оператор 1С;Москва;Реноме;;1;168.0
Менеджер по продажам сервисов, программ 1С и Битрикс 24;Краснодар;Аллигатор;150000.0;1;168.0
Аналитик 1С (Управление холдингом);Москва;1С-КСУ;145000.0;1;168.0
Продавец (Индустриальный, 15);Санкт-Петербург;МАГНИТ, Розничная сеть;76850.0;0;174.0
Аналитик 1С (проектная деятельность);Москва;КСА;;3;168.0
Администратор 1С Бухгалтерия и ЗУП;Москва;АМС Тимс;200000.0;3;168.0
Оператор 1С;Балашиха (Московская область);Капитал-ПРОК;60000.0;1;168.0
Руководитель группы разработки (1С-Битрикс, Битрикс24, 1С);Санкт-Петербург;Ай-Пласт;300000.0;6;168.0
Оператор 1С;Махачкала;Юнекс;42500.0;1;184.0
Консультант/разработчик 1С ЗУП;Москва;Объединенная вагоноремонтная компания;150000.0;1;168.0
Оператор 1С;Москва;Очаковская Логистическая Компания;75000.0;1;168.0
Продавец (Шерстобитова С.М., 12);Липецк;МАГНИТ, Розничная сеть;46200.0;0;174.0
Оператор 1С;Лермонтов;Смазочные материалы;50000.0;1;159.0
Администратор магазина (Дзержинского, 160);Торжок;МАГНИТ, Розничная сеть;46500.0;0;180.0
Оператор 1 С (Склад);Казань;Инфоматика;74132.5;1;168.0
Администратор магазина (Симферопольская, 11);Подольск (Московская область);МАГНИТ, Розничная сеть;71000.0;0;180.0
Программист 1С middle;Воронеж;Альведа;165000.0;1;168.0
Инженер-программист 1С;Витебск;Конструкторское бюро Дисплей;;1;168.0
Продавец (Саранская, 15);Самара;МАГНИТ, Розничная сеть;47800.0;0;180.0
Менеджер по работе с клиентами;Алматы;Millennium Astana;97500.0;0;168.0
Программист 1С;Москва;ТехВилл;250000.0;3;168.0
Fullstack-разработчик (1С-Битрикс);Ростов-на-Дону;Родные Поля;;3;168.0
Оператор станков с ЧПУ;Москва;Спартекс;132500.0;0;178.5
Менеджер по работе с клиентами;Москва;Центр Талантум по подготовке школьников к ЕГЭ и ОГЭ;115000.0;1;180.0
Специалист технической поддержки 1С;Псков;Инфоком;67500.0;1;168.0
Программист 1С;Москва;Либхерр-Русланд;250000.0;3;168.0
Бухгалтер 1-ой категории;Москва;Правительство Москвы;;3;168.0
Менеджер по работе с клиентами;Екатеринбург;Пьянков Егор Игоревич;75000.0;0;91.5
Ведущий аналитик 1С УХ;Санкт-Петербург;ГК АБЗ-1;232500.0;3;168.0
Программист 1С;Москва;ЭЛЕМЕНТ;;3;168.0
Укладчик-упаковщик с.Алехино;Черемхово;Байкальские минералы;87500.0;0;240.0
Администратор магазина (Васильковского, 11);Конаково;МАГНИТ, Розничная сеть;59500.0;0;180.0
Оператор 1С на склад;Новосибирск;Оптиксервис;50000.0;1;168.0
Разработчик 1С (Бухгалтерия);Москва;Газпромбанк Лизинг;;3;168.0
Программист 1С;Омск;Микро Альянс Плюс;120000.0;1;168.0
Оператор 1С организации питания;Москва;АНО организация Бексли;72500.0;1;168.0
Специалист технической поддержки и разработки 1С (системный администратор);Нижний Новгород;Леванта 2000;120000.0;1;168.0
Ведущий инженер-программист 1С;Липецк;АгроАльянсРазвития;200000.0;3;168.0
Консультант 1С;Москва;ФГУП ПВС МВД России;139000.0;1;168.0
Программист 1С;Калуга;Альтернатива-Авто;125000.0;1;
Программист 1С;Орел;Технодом;200000.0;3;168.0
Оператор станков с ЧПУ;Усть-Каменогорск;Машзавод;45000.0;1;168.0
Консультант 1С;Екатеринбург;ПОИСК (ИП Аверкиева Елена Алексеевна);80000.0;1;168.0
Программист 1С: ЗУП;Нижний Новгород;НПП Полет;150000.0;1;168.0
Оператор 1 С;Чехов (Московская область);ФС Принт;75000.0;1;189.0
Менеджер по работе с клиентами;Рязань;Списать-долги. Рус;77500.0;0;168.0
Пекарь-кулинар (Бумажный проезд, 19с1);Москва;МАГНИТ, Розничная сеть;95450.0;0;174.0
Разработчик 1С (middle);Челябинск;Восток.Софт;;3;168.0
Администратор магазина (Зосимова, 18);Кронштадт;МАГНИТ, Розничная сеть;73650.0;0;180.0
Администратор программы 1 С;Ташкент;EAT GOOD;5355.0;1;168.0
Помощник инженера / оператор 1С Тоир;Уфа;Техно Холод;60000.0;1;168.0
Разработчик 1С;Москва;Изибук;;3;168.0
Уборщик территории (ул. Кульман, 16);Минск;МПОВТ;;0;168.0
Бизнес-аналитик систем 1С;Минск;Пеленг;;1;168.0
Программист 1С;Москва;СОРСО-СТР;225000.0;1;168.0
Фармацевт/Провизор (Савушкина 112);Санкт-Петербург;Алоэ;75000.0;0;180.0
Программист-наладчик токарного станка с ЧПУ;Санкт-Петербург;Рубеж ВСС;150000.0;3;180.0
Оператор 1с;Челябинск;Центр Масел ОЙЛ-МАРКЕТ;;1;168.0
Стажер-аналитик 1С;Москва;Bellerage;;0;168.0
Стажер-программист 1С;Астана;Первый БИТ;15000.0;0;168.0
Консультант 1С;Москва;Синтегро Бизнес;;1;168.0
Водитель-экспедитор с автомобилем (вместимость до 13-15 кубов);Ростов-на-Дону;Элемент;160000.0;0;105.0
Программист 1С (junior+/мидл);Екатеринбург;1-й Советник;130000.0;3;168.0
Продавец (Антона Валека, 12);Екатеринбург;МАГНИТ, Розничная сеть;46250.0;0;174.0
Оператор по работе с клиентами;Санкт-Петербург;Почта России;64500.0;0;180.0
Администратор магазина (Тарханово, 105);Йошкар-Ола;МАГНИТ, Розничная сеть;59200.0;0;180.0
Разработчик 1С;Москва;АДС-Cофт;;3;168.0
Уборщица / Уборщик (Ставропольская 140);Краснодар;Патрик и Мари;65000.0;0;240.0
Оператор 1C;Новосибирск;Ник;50000.0;1;168.0
Менеджер по работе с маркетплейсами;Москва;Форум Проф+;120000.0;3;168.0
Программист 1С:ЕRP;Ростов-на-Дону;РобоАвиа;185000.0;3;168.0
Водитель-экспедитор категории С;Люберцы  (Московская область);ВЕРТИКАЛЬ;150000.0;1;190.0
"Водитель-экспедитор категории ""С""";Новосибирск;Эталон Металл;130000.0;3;168.0
Функциональный архитектор 1С ЗУП;Ижевск;Калашников;;1;168.0
Водитель на камаз с краном манипулятором / С категория;Иваново (Ивановская область);АКРОН ХОЛДИНГ;;1;
Программист 1С;Ташкент;LEADING BUSINESS SOFTWARE;11025.0;1;168.0
1С Разработчик;Алматы;Tansar Capital;;1;168.0
Оператор 1С;Казань;Казанский жировой комбинат;60000.0;1;166.5
Программист 1С (в офис);Тольятти;Коноваленко Ольга Викторовна;150000.0;1;168.0
Кладовщик 1С (медицинское оборудование);Москва;ОРТОХАБ;100000.0;1;168.0
Консультант / Аналитик 1С;Алматы;Mybuh.kz;75000.0;3;168.0
Оператор ПК/1С;Запрудня (Московская область);Бёрн;100000.0;1;
Продавец (Вишневского, 21);Казань;МАГНИТ, Розничная сеть;51400.0;0;174.0
Официант (ул. Чекистов, 15/1);Краснодар;Сеть семейных пиццерий Сицилия;80000.0;0;240.0
Программист 1С WMS;Москва;Сахалин рыба (г. Москва);300000.0;3;168.0
Продавец-консультант (Терегулова 14);Казань;Сеть магазинов Русалка;51500.0;0;180.0
Разработчик 1С;Москва;Аптрейд;250000.0;3;168.0
1С программист - разработчик (Middle/Senior 1С Разработчик), г. Астана;Астана;Медикер;;1;168.0
1С Архитектор;Москва;СДМ-Банк, (ПАО);;3;168.0
Разработчик-консультант 1С (БП 3.0);Москва;Газпромбанк Лизинг;;1;168.0
Оператор 1С;Благовещенск (Амурская область);КДВ Групп;57000.0;1;168.0
Продавец (Эрьзи, 12);Саранск;МАГНИТ, Розничная сеть;42750.0;0;180.0
Оператор 1-С;Алматы;Семрон Строй Снаб;37500.0;1;168.0
Менеджер по работе с клиентами;Волжский (Волгоградская область);Kalibriti Group;100000.0;0;168.0
Менеджер по работе с клиентами;Санкт-Петербург;ДУСЛАР;150000.0;1;168.0
Бухгалтер-консультант 1С;Санкт-Петербург;Группа компаний АКСИОМА;102500.0;1;168.0
Программист-стажер 1C;Москва;Bellerage;;0;168.0
Программист-разработчик 1С (в Балашихе);Балашиха (Московская область);Обойная фабрика ПАЛИТРА;;1;168.0
Оператор 1С;Белгород;ФС Принт;80000.0;1;178.5
Продавец-кассир (ул. Университетская, д. 11);Сургут;Бристоль, сеть магазинов;70150.0;0;
Разработчик 1С;Санкт-Петербург;Элисофт;;3;168.0
Старший разработчик 1С (ЗУП);Москва;GRI;;3;168.0
Продавец (ТЦ МОМО или пр-т Независимости, 171);Минск;Астомстрой;;0;165.0
Ведущий 1С-разработчик;Москва;Точка Любви;;3;168.0
Водитель категории С на КМУ;Нижневартовск;ВторМетУрал;132000.0;3;194.5
Аналитик 1С:УХ/БП (МСФО);Москва;«Аксиома-Софт»;;3;168.0
Консультант-аналитик 1С;Омск;Енисей-сервис;;1;168.0
Бизнес-аналитик (1С ЗУП);Ташкент;LEADING BUSINESS SOFTWARE;12600.0;1;168.0
Аналитик 1С:ERP;Москва;Машиностроительное конструкторское бюро Факел имени академика П.Д.Грушина;320000.0;1;168.0
Заведующий отделом розничных продаж (Игуменский тракт, 11);Минск;ОМА;;1;168.0
Оператор 1C (Евпатория);Евпатория;ОВК ТЕРМ;50000.0;0;168.0
Оператор 1С;Благовещенск (Амурская область);Амурский бизнес;63000.0;1;168.0
Программист 1С/Разработчик 1С;Москва;Информационные системы ВС;220000.0;3;168.0
Руководитель направления продаж (услуги 1С);Москва;ТрансЛом;;3;168.0
Программист 1С;Москва;МЕТЕК Сервис;;1;168.0
Продавец-сборщик заказов (Сургут, Профсоюзов, 11);Сургут;Перекрёсток;57500.0;0;132.0
Водитель категории С;Ростов-на-Дону;Эколайф;185000.0;1;
Администратор магазина (Ленина, 166);Арзамас;МАГНИТ, Розничная сеть;68550.0;0;180.0
Программист 1С;Москва;Датаюниверс;;3;168.0
Водитель категории С (Губкинский);Уфа;Инженерно-Производственное Предприятие Новые Технологии;;1;275.0
Водитель категории С (Софьино);Иваново (Ивановская область);X5 Transport;167000.0;1;
Продавец-кассир (Куйбышева, 139);Екатеринбург;Первый рыбный;45000.0;0;165.0
Консультант - аналитик 1С;Москва;Pridex;;0;168.0
Оператор 1C;Москва;Меридиан;61000.0;1;
Программист 1С;Москва;Сияние ТК;265000.0;1;168.0
Оператор станка с ЧПУ;Санкт-Петербург;Ред Пластик;90000.0;1;180.0
Продавец (Санкт-Петербург, Ветеранов, 151);Санкт-Петербург;Пятёрочка;79000.0;0;87.0
Администратор магазина (Симановского, 81);Кострома;МАГНИТ, Розничная сеть;49200.0;0;180.0
Заведующий отделом (ул. Чкалова, 27/1);Витебск;Доброном;;1;180.0
Оператор склада 1С;Москва;СКИМ;80000.0;1;168.0
1С-программист (ERP, ЗУП);Москва;МОСТРАНСАВТО;;1;
Няня к ребенку 1год 10 месяцев;Москва;Надежная няня;190000.0;1;
Инженер-разработчик (программист – администратор 1С);Тюмень;ТАЛК лизинг;;1;168.0
Стажёр-программист 1С;Санкт-Петербург;РУМИКОН;70000.0;0;168.0
Оператор склада (Оператор 1с);Новосибирск;Тандем;65000.0;3;168.0
Консультант линии поддержки (1С) / Методист-стажёр;Москва;Ю-Софт Ритейл;52500.0;0;168.0
Старший продавец (Университетская, 31);Сургут;МАГНИТ, Розничная сеть;64000.0;0;180.0
1С разработчик;Алматы;М-Ломбард;;3;168.0
Программист 1C;Санкт-Петербург;Вентиляционный Завод Сигнум;72500.0;1;168.0
Консультант 1С;Москва;Инфостарт;130000.0;3;168.0
Консультант 1С;Томск;KBREW | Пивоварня в Кожевниково;;1;168.0
Бухгалтер-консультант 1С;Курск;Rubex group;81400.0;1;168.0
Программист 1С;Москва;ART PRO RETAIL (ООО АРТ);250000.0;3;168.0
Водитель-экспедитор категории С;Дмитров (Московская область);ВЕРНЫЙ, Сеть магазинов;165000.0;1;150.0
Сервисный инженер 1С (по установке и обновлению 1С);Москва;КАЗНАЧЕЙСКИЕ СИСТЕМЫ;136350.0;1;168.0
Ночной оператор 1С;Москва;Джи Эф Си;55000.0;1;180.0
Водитель категории В, С;Ярославль;Верхняя Волга медиа;55000.0;3;168.0
Сервис-инженер 1С;Рязань;КОНСАЛТИНГ+АВТОМАТИЗАЦИЯ;90000.0;0;168.0
Аналитик 1С;Тверь;Первые ИТ;;1;168.0
Водитель категории С;Шлиссельбург;Альбион;85000.0;1;
Главный бухгалтер по направлению 1С Бухобслуживание (Бухгалтерский аутсорсинг от фирмы 1С);Чебоксары;Лидер софт-внедренческий центр;95000.0;1;168.0
Бухгалтер (управленческий учет, ЭСФ, 1С);Бишкек;ОсОО Кыргызско-Российская Металлобаза;;1;184.0
Менеджер по работе с клиентами;Новороссийск;Банк ПСБ;;1;168.0
"""Buxgalteriya va 1C"" O'qituvchisi ( узбек тилида )";Ташкент;Центр профессий Skillline;7875.0;3;200.0
Аналитик 1С (г. Самара).;Самара;ЭЛЕКТРОЩИТ САМАРА;;1;168.0
Аналитик данных 1с + bitrix24 CRM;Набережные Челны;Дверянин;150000.0;6;
Продавец (Курляндская, 10);Санкт-Петербург;МАГНИТ, Розничная сеть;80950.0;0;174.0
Консультант 1С: ЗУП, БП;Екатеринбург;Группа Синара;;3;168.0
Программист 1С ERP;Белореченск;Южная Соковая Компания;;1;168.0
Экономист (управленческий учет, 1С ERP);Красноярск;Наш Инструмент;100000.0;1;168.0
Бухгалтер-оператор 1C;Хабаровск;КонсервДВ;53000.0;1;168.0
Аналитик 1С;Москва;ЭЛЕКТРОЩИТ САМАРА;;1;168.0
Специалист по работе в 1С Управление торговлей;Москва;Генфлай;;3;168.0
Администратор магазина (Одоевского, 27/1);Ишим;МАГНИТ, Розничная сеть;52500.0;0;180.0
Программист 1С;Алматы;MonAmie, Сеть парфюмерно-косметических магазинов;;6;168.0
Оператор 1 С;Домодедово (Московская область);Акустик Групп;79250.0;1;168.0
Администратор системный 1 категории;Минск;Дворец Республики;;3;168.0
Менеджер по работе с клиентами;Долгопрудный (Московская область);Сплайн;100000.0;1;168.0
Ведущий разработчик 1С;Москва;МГ Отечественные Решения;;3;168.0
Менеджер по работе с клиентами;Санкт-Петербург;ЮНИТЕКС;125000.0;1;168.0
Ведущий программист 1С;Воронеж;Торговый дом Воронеж;250000.0;3;
Инженер-программист 1С;Чебоксары;СПД БИРС;170000.0;3;168.0
Эксперт по технологическим вопросам 1С;Москва;Почтатех;;3;168.0
Аналитик - Консультант 1С:БГУ / ЗКГУ;Москва;Новый Мир;185000.0;1;168.0
Администратор магазина (Комсомольский, 12);Лихославль;МАГНИТ, Розничная сеть;48800.0;0;180.0
Стационарный мерчендайзер (Коммунальная ул, д16/1, напитки);Белоозёрский (Московская область);ANCOR;10580.0;0;
Разработчик 1С;Москва;МФК Фордевинд;220000.0;3;168.0
Программист 1С (г.Заволжье);Балахна;Завод ИНКОМ;160000.0;3;168.0
Продавец-кассир АЗС (Павловский Посад, М12,51 км);Павловский Посад (Московская область);Сеть АЗС «Газпромнефть» / ООО «Газпромнефть-Центр»;84000.0;0;180.0
Программист 1C;Москва;Нефтепромлизинг;250000.0;3;168.0
Консультант-аналитик 1С;Москва;ФОКСВЕЛД;;3;168.0
Программист 1C -Bitrix/Laravel;Москва;Villeroy & Boch Tableware division;100000.0;3;168.0
Аналитик 1С;Алматы;Центр Красоты и Здоровья НикОль;;3;168.0
Менеджер по работе с клиентами;Москва;ДПО Московская Медицинская Академия Имени С.П. Боткина;470000.0;0;168.0
Ведущий бизнес-аналитик 1С:ERP;Минск;ЮКОЛА-ИНФО-Брест;;3;168.0
Разработчик 1С;Санкт-Петербург;Базис Импорт;180000.0;3;168.0
Координатор 1С;Краснодар;Торговая сеть Рубль (ООО ТКМ);60000.0;1;168.0
Менеджер по работе с ключевыми клиентами (входящие заявки с сайта);Калининград;ЦВД;130000.0;0;168.0
Администратор магазина (Советская, 11);Дрезна  (Московская область);МАГНИТ, Розничная сеть;78950.0;1;180.0
Оператор 1С;Москва;Альта ТМ;80000.0;1;168.0
Менеджер по работе с клиентами;Санкт-Петербург;Ростелеком;57500.0;0;174.0
Программист 1С;Москва;ВАНДЕР ГРУПП;100000.0;6;
Водитель категории С;Набережные Челны;МАГНИТ, Розничная сеть;125000.0;0;240.0
Программист 1С: УТ;Челябинск;Красное & Белое, розничная сеть;;3;168.0
Педагог по курсам «1С: Элемент», «1С: Элемент. Скрипт»;Энгельс;Центр Автоматизации Бизнеса Форвард;;1;
Руководитель службы 1С/ Архитектор 1С;Санкт-Петербург;Акваарт;;6;168.0
Программист-Консультант 1С ERP, УТ, КА, Бух в отдел сопровождения/внедрения;Орехово-Зуево (Московская область);ГК CiT;;3;
Оператор 1С;Воронеж;Торговый дом Воронеж;57500.0;1;168.0
Водитель-экспедитор с личным автомобилем;Казань;Иверс-Авто;120000.0;0;168.0
Менеджер отдела клиентского обслуживания (оператор 1С);Владивосток;Энергосфера;80000.0;1;168.0
Продавец - кассир (41 комплекс);Набережные Челны;Бристоль, сеть магазинов;62500.0;0;
Руководитель отдела разработки и внедрения 1С;Екатеринбург;АТЛАС Девелопмент;;3;168.0
Администратор магазина (Багаева, 31);Иваново (Ивановская область);МАГНИТ, Розничная сеть;56600.0;0;180.0
Программист 1С;Ростов-на-Дону;Сияние ТК;225000.0;3;168.0
Веб-разработчик на 1С Битрикс;Санкт-Петербург;Карвиль;225000.0;3;168.0
Аналитик 1С:ERP (г. Подольск);Москва;ЭЛЕКТРОЩИТ САМАРА;;3;168.0
Кладовщик - Водитель категории С;Москва;Трио Диамант;150000.0;1;168.0
Водитель категории С,Е;Минеральные Воды;ВПТ;150000.0;1;
Консультант 1С;Казань;Информационные Бизнес Решения;120000.0;1;168.0
Администратор магазина (Дорожная, 17);Екатеринбург;МАГНИТ, Розничная сеть;66500.0;0;180.0
Руководитель ИТ проектов внедрения/автоматизации 1С;Москва;Очкарик - сеть салонов оптики;;3;168.0
Аналитик 1С;Минск;Автопромснаб-спедишн;;1;168.0
Оператор 1С;Иркутск;Золотое Время;57500.0;0;168.0
Руководитель проектов 1С;Санкт-Петербург;ЗДТ Ареопаг;200000.0;3;168.0
Разработчик 1С;Новосибирск;Катод;;3;168.0
Руководитель группы разработки 1С/Team Lead 1C;Москва;Главстрой Москва;;6;168.0
Программист 1С;Санкт-Петербург;Ювелирный Завод TALANT;225000.0;3;168.0
Менеджер по продажам (проекты 1С: ERP УХ);Москва;ERP-IT;;3;168.0
Junior разработчик 1С;Атырау;IRG LTD;41250.0;0;168.0
Менеджер по работе с клиентами (документооборот, 1С);Москва;ЛУИС+;105000.0;0;168.0
Программист-разработчик 1С;Караганда;Алып-2008;;1;168.0
Программист 1С WMS;Москва;Maytoni;;3;168.0
Руководитель отдела бизнес-процессов (1С);Екатеринбург;Сторинг;;6;168.0
Начинающий специалист поддержки 1С;Рязань;Асист-ПРО;57500.0;1;168.0
Оператор 1С (Честный ЗНАК);Москва;ДеФакто;130000.0;3;168.0
Водитель категории С;Саратов;МАГНИТ, Розничная сеть;115000.0;0;240.0
Оператор 1С;Санкт-Петербург;БУХГАЛТЕРИЯ НАЛОГИ БИЗНЕС;40000.0;1;168.0
Менеджер по работе с клиентами;Москва;Строительная компания ЛЮДИ;95000.0;1;168.0
Повар в магазин (Тушинская, 24с15);Москва;МАГНИТ, Розничная сеть;95450.0;0;174.0
Программист 1С:ERP;Воронеж;Торговый Дом ОКАМА Сильвер;150000.0;3;168.0
