name;area;employer;salary;experience;monthly_hours
Менеджер по логистике;Костанай;Asar auto;75000.0;0;126.0
Логист (международные перевозки, автоимпорт);Алматы;Nomado Partners;82500.0;1;189.0
Логист-экспедитор (Архангельск);Архангельск;ВолТрансЛидерСевер;157500.0;1;168.0
"Логист ""НД-транс"" (Москва/Московская область)";Москва;НД-ТРАНС;100000.0;1;168.0
Логист-экспедитор;Брест;РАДИКАЛТРАНС;;1;168.0
Логист;Москва;ВЕНТСТОР;110000.0;1;168.0
Логист-диспетчер;Калуга;Вертекс Групп;48000.0;0;135.0
Логист / Менеджер по международной логистике в торгово-транспортную компанию;Москва;Якимова Валерия Михайловна;100000.0;1;168.0
Менеджер по логистике/Логист;Москва;ФРЕНДА;175000.0;3;
Логист на собственный автопарк;Краснодар;Алма-Юг;150000.0;1;168.0
Менеджер по логистике (логист);Самара;ГК Горизонт;85000.0;1;168.0
Экспедитор -логист;Минск;ГАЛЛАРДО;;1;168.0
Менеджер по логистике;Владивосток;Инвиктика;130000.0;1;168.0
Менеджер по логистике;Сочи;Мегалайн;135000.0;1;147.0
Менеджер по логистике;Магнитогорск;Наумкина Олеся Михайловна;140000.0;1;157.5
Помощник логиста;Новосибирск;Милан;55000.0;0;168.0
Менеджер по логистике (привлечённый транспорт) / логист;Санкт-Петербург;Транспортная компания Открытие;85000.0;0;168.0
Начинающий логист;Ростов-на-Дону;ЕДИНСТВО;87500.0;1;168.0
Логист по распределению товаров;Иркутск;Сеть универсамов Удача;45000.0;1;168.0
Диспетчер-логист;Алматы;Oversized Project Logistics;45000.0;1;168.0
Диспетчер-логист;Саранск;Дентро;85000.0;0;168.0
Логист по поставкам инертных материалов;Белореченск;Надежная Нерудная Компания;135000.0;1;168.0
Менеджер по логистике / Логист;Рязань;Экотэч;80000.0;3;168.0
Логист в отдел экспедиции;Волгоград;Поволжье-Транс;105000.0;1;168.0
Менеджер по логистике;Санкт-Петербург;Магазин кальянов и вейпов S2B (ИП Тетерина Маргарита Валентиновна);72500.0;1;189.0
Логист - диспетчер;Мытищи (Московская область);Сорока;;1;168.0
Менеджер по логистике;Омск;ТК Мейджик Транс;50000.0;1;168.0
Логист;Чита;Красное & Белое, розничная сеть;95000.0;1;180.0
