name;area;employer;salary;experience;monthly_hours
Медицинский психолог;Тула;ГУЗ ТО Тульская областная клиническая больница, Филиал Госпиталь ветеранов войн и труда;85165.5;0;157.5
Старший товаровед;Сочи;Ozon;68000.0;1;168.0
Медицинский психолог;Мурманск;ГОБУЗ Мурманская областная психиатрическая больница;85000.0;1;147.0
Педагог-психолог;Томск;МАОУ Гимназия № 18 г. Томска;36000.0;0;147.0
Менеджер в отдел оптовых продаж;Томск;ТД Карандаш;40000.0;1;168.0
Клинический психолог/нейропсихолог;Москва;Нейроангел;90000.0;1;99.0
Ночной администратор склада Ozon Fresh (Войковская);Москва;Ozon;108000.0;0;165.0
Директор супермаркета (Балканская площадь);Санкт-Петербург;Лента, федеральная розничная сеть;;1;168.0
Менеджер по работе с клиентами МСБ;Екатеринбург;Газпромбанк;;1;168.0
Главный финансовый консультант;Владимир;Россельхозбанк;75000.0;1;168.0
Продавец в гипермаркет (м. Тропарёво);Москва;Лента, федеральная розничная сеть;69300.0;0;
Помощник (ассистент) воспитателя в частный детский сад;Санкт-Петербург;Work&Wolf;62500.0;1;168.0
Корпоративный психолог/Психолог-коуч;Майкоп;ТС Alaska;60000.0;3;168.0
Ведущий клиентский менеджер;Кувандык;Россельхозбанк;29000.0;0;168.0
Продавец на кулинарную витрину (Московское шоссе);Владимир;Лента, федеральная розничная сеть;66300.0;0;120.0
Инженер-испытатель (проведение испытаний электронных средств);Москва;Машиностроительное конструкторское бюро Факел имени академика П.Д.Грушина;93525.0;1;168.0
