name;area;employer;salary;experience;monthly_hours
Преподаватель компьютерных курсов ( М. Домодедовская );Москва;Компьютерная академия TOP (Компьютерная Академия ТОП);60000.0;1;110.0
Senior разработчик (C++/Qt);Москва;МКО Системы;;3;176.0
Аналитик Python, SQL;Казань;Центральный банк Российской Федерации (Банк России);;1;176.0
Performance-маркетолог / Маркетолог - аналитик (FinTech);Москва;МВП;;1;176.0
Инженер сопровождения и прикладного администрирования с английским языком;Новосибирск;Т1;;1;176.0
Python Developer (ML Infrastructure / Computer Vision);Челябинск;Беляева Анастасия Александровна;;1;176.0
Менеджер по инфраструктуре IT;Москва;Саприм;250000.0;3;176.0
Инженер-программист (инженер данных);Минск;ИВЦ Минфина;;3;176.0
Senior DevOps-инженер;Москва;РДП Энтерпрайз;;6;176.0
Продуктовый архитектор в Mind Migrate и Mind Guard;Москва;MIND Software;;6;176.0
Руководитель направления внутреннего аудита (Крым, г. Ялта);Санкт-Петербург;Мрия (Mriya Resort);;3;176.0
DevSecOps (Минск);Минск;Леста Игры;;3;176.0
ML-Python разработчик (NLP);Санкт-Петербург;Норд Клан;200000.0;1;176.0
Middle Python-разработчик;Ростов-на-Дону;ФГАНУ НИИ Спецвузавтоматика;140000.0;3;198.0
Python-разработчик;Ростов-на-Дону;ФГАНУ НИИ Спецвузавтоматика;75000.0;1;176.0
Data Engineer (Аналитика продавца);Москва;RWB (Wildberries & Russ);;3;176.0
Python-разработчик;Ижевск;ELMA;;3;176.0
Бизнес-аналитик;Москва;Центр качества образования;170000.0;3;176.0
Backend-разработчик;Алматы;Freedom Media;;3;176.0
Python-разработчик;Москва;Компания Дилявер;210000.0;3;176.0
Программист 1С (департамент программного обеспечения);Челябинск;Красное & Белое, розничная сеть;;1;
Старший IT специалист;Орехово-Зуево (Московская область);ВКС-Кантри, Дом отдыха;;1;176.0
Преподаватель русского языка (ЕГЭ/ОГЭ);Москва;Школа математики и программирования Matrix;70000.0;0;
Автотестировщик в крауд-тестирование;Пермь;Яндекс Крауд;;1;176.0
Python-разработчик;Пермь;Lexica;180000.0;3;176.0
Преподаватель;Уфа;Юсупова Диана Рамилевна;45000.0;1;
Аналитик больших данных антифрода (Data Scientist middle);Екатеринбург;МегаФон;;1;176.0
Senior C++ Software Engineer (Gameplay);Сербия;Playrix;;3;176.0
Руководитель группы разработки (Python);Москва;YADRO;;6;176.0
Инженер-исследователь;Астана;Dynamics Scientific;;3;176.0
Data Engineer/Дата инженер (стажер);Казань;Aston;95000.0;0;176.0
Backend разработчик (Php, Laravel) Middle+;Санкт-Петербург;Vedexx;;3;176.0
Программист микроконтроллеров (С++);Ижевск;ИРЗ;;1;176.0
AI / ML Engineer (Python);Санкт-Петербург;Headliner;;3;176.0
Python Backend-разработчик (офис);Ростов-на-Дону;Standfin;;6;176.0
Инженер по автоматизации тестирования API кредитных продуктов (Python);Москва;Ozon;;1;176.0
DevOps Tech Lead / Infra Architect / DevOps Team Lead;Сербия;Slotegrator;;6;176.0
Стажер/Консультант, группа по управлению рисками банков;Москва;Kept (Кэпт);;0;176.0
Разработчик Python (Django, DRF);Санкт-Петербург;Ред Софт;;3;176.0
Инженер по автоматизации тестирования (Python);Москва;T2;;3;176.0
Риск - аналитик;Москва;СБЕР;;1;176.0
Аналитик данных;Москва;СБЕР;;1;176.0
Python-разработчик;Москва;Т-Банк;;3;176.0
Trainee Python Developer;Могилев;Team.Inno / Фабрика инноваций и решений;;0;176.0
Инженер по безопасной разработке / AppSec;Москва;MANGO OFFICE;;1;176.0
AI Vibe Coder;Москва;Университет искусственного интеллекта;;1;
Middle Python разработчик;Москва;amoCRM;200000.0;1;176.0
Data Scientist;Санкт-Петербург;Банк Санкт-Петербург;;1;176.0
Backend‑разработчик Python/Django (middle/middle+);Москва;ProOrder;300000.0;3;176.0
Go-разработчик (Golang);Казань;Телега;;3;176.0
Python-разработчик;Москва;Soft Media Group;100000.0;1;176.0
С++ разработчик в команду Алгоритмов Поиска;Санкт-Петербург;2ГИС;;3;176.0
Python разработчик / Middle +;Москва;Литрес;;3;176.0
Аналитик данных;Южно-Сахалинск;СМНМ-ВИКО, ИСК;;1;176.0
Tech Lead Backend (PHP, Python);Санкт-Петербург;ЕВРОАВТО;;6;176.0
Middle+ Backend-разработчик (Python/FastAPI);Москва;Киго;;3;176.0
Специалист по тестированию ПО (Зеленоград);Нижний Новгород;НоваКард;;1;176.0
Python Developer (middle/middle+/senior);Минск;Гоуфарсофт;;1;176.0
BI-аналитик;Москва;Maskoholic;;3;176.0
QA Automation Engineer (Python);Минск;Team.Inno / Фабрика инноваций и решений;;1;176.0
Руководитель аналитического отдела IT;Москва;ГБУ Московское долголетие;190000.0;3;176.0
Full-stack разработчик (Python/React) в команду AI;Тюмень;Этажи Федеральная компания;140000.0;1;176.0
Tech Lead (Python);Москва;YADRO;;6;176.0
Data Quality Assurance/Инженер тестирования данных;Москва;Криптонит;;1;176.0
Java разработчик (ученик);Москва;Aston;67000.0;0;176.0
Automation QA Python;Москва;Харебова Наталья Владимировна;200000.0;3;176.0
Backend / AI Product Engineer (Python);Москва;KTS;;3;176.0
Senior aQA автотестировщик Python (платформа контейнерной оркестрации);Москва;КРОК;;6;176.0
Аналитик;Москва;МТС Банк;;1;176.0
Ведущий инженер-программист;Москва;Молния;170000.0;3;176.0
Tech Lead Python / Backend Architect (AI/LLM, FastAPI);Москва;Леусова Екатерина Сергеевна;400000.0;6;176.0
Специалист по анализу кода (НДВ);Санкт-Петербург;ОКЕНИТ;100000.0;1;176.0
Automation QA Engineer (Python);Минск;Леста Игры;;1;176.0
Руководитель направления проектной деятельности;Волгоград;АБК;;1;176.0
Стажёр менеджер-продукта;Москва;Ozon;;0;176.0
Инженер-программист;Санкт-Петербург;Ракурс-инжиниринг;;1;176.0
Python-разработчик;Алматы;Mont Alatau;45000.0;3;176.0
Python Backend Developer (Middle / Middle+);Астана;TIDAAR AI SOLUTIONS;105000.0;3;176.0
Python разработчик;Санкт-Петербург;Газпром информ;;3;176.0
Преподаватель компьютерных курсов;Иркутск;Компьютерная академия TOP (Компьютерная Академия ТОП);35000.0;1;
Слесарь механосборочных работ;Нижнекамск;Питон Кама;95701.0;1;165.0
Senior Backend Developer;Москва;Думатель;300000.0;3;176.0
Team Lead (Backend & Cross-Platform Development);Санкт-Петербург;РОСГАЗ;364400.0;6;176.0
Разработчик Python в LLM Platform;Сочи;Т-Банк;;3;176.0
Ведущий специалист по автоматизации (1С + BI + Интеграции);Самара;Лиронас - Самара;;3;176.0
Python-разработчик;Екатеринбург;Институт Радиоэлектронных Систем;100000.0;1;176.0
Senior Python developer;Сербия;ROGII;;3;176.0
Data engineer / Инженер данных (Middle+);Москва;Riverstart (ООО Риверстарт);215000.0;3;176.0
Сетевой инженер;Москва;NGENIX;;6;176.0
Middle+ / Senior инженер автоматизированного тестирования (AQA Python);Санкт-Петербург;RedLab;160000.0;6;176.0
Python-разработчик (МГТС);Москва;МТС;;1;176.0
Middle ML Engineer;Санкт-Петербург;Just AI;;1;176.0
Руководитель группы разработки (Team Lead) Python;Белгород;AVE Technologies;;3;176.0
"Ведущий вебинаров по курсу ""Многопоточная синхронизация""";Москва;Онлайн-школа №1;;1;
SDET python (NGFW);Москва;ТехАргос;;3;176.0
DevSecOps инженер;Москва;Лоция;;3;176.0
Руководитель группы разработки (Python/Django);Москва;ФГБУ ЦСП ФМБА России;;3;176.0
Дежурный Linux-инженер;Москва;Группа компаний Астра;;1;180.0
Junior SOC Engineer;Астана;Digital Qalqan;52500.0;0;176.0
Python разработчик;Екатеринбург;Т-Банк;;3;176.0
Test Automation Engineer | SDET | Middle+ | Python or Java;Алматы;Неткрэкер Текнолоджи Казахстан;;3;176.0
Инженер по кибербезопасности в международную компанию;Москва;ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ;;3;176.0
Python Developer (системы защиты цифровых операций);Москва;Транснефть-Технологии;;3;176.0
Инженер по машинному обучению (Блок ИИ);Москва;Азиатско-Тихоокеанский Банк;;3;176.0
Python Developer (middle+);Москва;RDP.RU;;3;176.0
Senior Backend Developer (Python/Django);Санкт-Петербург;Бидзаар;;6;176.0
Fullstack-разработчик (Python, React/Typescript);Санкт-Петербург;Гринатом;;3;176.0
Senior Unity Software Engineer (Gameplay);Армения;Playrix;;3;176.0
Python Developer (AI-агенты и LegalTech);Москва;СБЕР;;3;176.0
Computer Vision Lead;Москва;Пиклема;;6;176.0
Ведущий Python-разработчик (ML проекты);Москва;ВТБ Капитал;;3;176.0
Senior Developer C;Москва;Heaad;;6;176.0
Python Lead команды рекламных модераций в AI VK;Санкт-Петербург;VK;;3;176.0
Backend Python Developer (Middle+/Senior) — MVP & AI Solutions;Оренбург;ЦМС Авантис;210000.0;1;
Backend-разработчик Python (Junior);Самара;Алабуга, ОЭЗ ППТ;112500.0;1;176.0
Руководитель группы разработки ПО (конструкторский отдел);Санкт-Петербург;Фертоинг;;3;176.0
BI аналитик операционного блока Банка;Москва;Азиатско-Тихоокеанский Банк;200000.0;3;176.0
Инженер-интегратор коллаборативных роботов / Робототехник-программист;Елабуга;Алабуга, ОЭЗ ППТ;150000.0;3;180.0
AI-разработчик (Python / Go / Frontend);Москва;Social Media Holding;;1;176.0
Инженер технической поддержки (1 и 2 линии, IT продукт);Москва;Мамаева Ирина Анатольевна;140000.0;3;176.0
Аналитик данных (качество доставки);Москва;Ozon;;1;176.0
Инженер по автоматизации тестирования (AQA Python);Нижний Новгород;YADRO;;3;176.0
Пентестер (тестирование инфраструктуры на проникновение);Москва;Т1;;1;176.0
ИИ-автоматизатор / ИИ-инженер;Минск;Форца Айти;;1;132.0
Бизнес-аналитик Управления финансового учета;Москва;Россельхозбанк;;3;176.0
Python Developer;Москва;Aston;;1;176.0
Backend разработчик Python;Жуковский  (Московская область);Монитор Софт;;3;176.0
Python developer (офис, СПб);Санкт-Петербург;ALLIO;;3;176.0
Team Lead (BI / Data);Астана;Geometry;135000.0;3;176.0
Senior C++ developer (Backend Services);Сербия;Gaijin Games;;6;176.0
Python-разработчик;Краснодар;Копылова Татьяна Алексеевна;209000.0;6;176.0
Python-разработчик (Middle);Москва;ИТ Лаборатория;137500.0;1;
DevOps-инженер;Луганск;Игнатьев Алексей Михайлович;100000.0;1;176.0
Middle Data Scientist/Онлайн оценка залогов;Санкт-Петербург;СБЕР;200000.0;3;176.0
Руководитель по правлению активами и пассивами (ALM);Москва;Авто Финанс Банк;;3;176.0
Инженер по тестированию системного ПО (SW);Москва;YADRO;;3;176.0
Python-разработчик CTO;Москва;Робита;;1;176.0
Инженер-программист аналитики автопилота (Python);Москва;Эвокарго;;3;176.0
Senior Python разработчик (офис);Москва;Selecty;335000.0;6;176.0
Макроэкономист (Центральный банк / Минэкономики / Минфин);Ташкент;Евразийский банк развития;;3;176.0
Backend Python Developer;Астана;Аспирити;2280.0;0;176.0
Ведущий инженер-разработчик БПЛА;Москва;Парадиз;325000.0;1;176.0
ML инженер;Москва;Программный Продукт, ИТ-компания;;1;176.0
Руководитель проекта;Самара;Банк ВТБ (ПАО);;1;176.0
Специалист по автоматизации бизнес-процессов с применением AI / ИИ-решений;Москва;Зефаер;200000.0;1;176.0
DevOps Linux / Kubernetes инженер;Москва;РА Дельта;225000.0;1;176.0
Jira Administrator/Developer;Батуми;Social Discovery Group;;3;176.0
Senior Full Stack/Backend разработчик, Freedom AI Labs;Алматы;Choco (ТОО Chocofamily);;6;176.0
Senior Python Backend-разработчик (Высоконагруженные системы, AI) Новосибирск;Новосибирск;СофтМолл;;3;176.0
Преподаватель образовательных курсов для детей (Python);Краснодар;Алгоритмика;60000.0;1;
Ведущий программист С++;Тула;НПО ПКРВ;200000.0;6;176.0
Аналитик маркетплейсов;Санкт-Петербург;De Janeiro;120000.0;1;176.0
Python-разработчик;Москва;Снэп АйТи;325000.0;3;176.0
Инженер-программист;Великий Новгород;Филиал АО НПК СПП в Великом Новгороде;;0;176.0
Системный программист ядра (Linux-like);Новосибирск;UserGate;;3;176.0
Инженер платформы данных;Москва;АйТиКвик;450000.0;6;176.0
Senior Developer C;Москва;Heaad;;3;176.0
Computer Vision Engineer Python/C++;Москва;Московский метрополитен;;1;176.0
Системный администратор.;Санкт-Петербург;Hoff Tech;;1;176.0
Python Developer in Test (в Бильбао, Испания);Москва;Artificial Seed;;6;176.0
Backend Developer / Инженер-разработчик (Python/Go);Москва;RWB (Wildberries & Russ);;3;176.0
Преподаватель Roblox и Python в онлайн-школу программирования;Минск;IT школа Hello World;50000.0;0;110.0
Infrastructure Engineer (Минск);Минск;Леста Игры;;3;176.0
Chief Technical Officer (CTO) / Technical Co-Founder (AI Automation Platform);Москва;imperia technologies;;3;
Fullstack developer (Python, React/Typescript);Минск;Леста Игры;;1;176.0
Преподаватель ОГЭ по информатике;Новокузнецк;KIBERone(ИП Попов Владимир Павлович);900.0;0;
DevOps-инженер (Hadoop);Москва;Spice IT;;3;176.0
DevOps-инженер;Минск;Бэлл Интегратор;;1;176.0
Senior Data Engineer;Москва;X5 Tech;;3;176.0
ML - инженер;Минск;Будущее технологий;;6;176.0
Сетевой инженер;Москва;ЛайтНэт Комплекс;120000.0;1;176.0
Junior Full Stack Developer Go/JS;Москва;Нетхаб;;1;176.0
Старший аналитик данных (E-commerce / Маркетплейсы);Москва;Пак Галина Александровна;150000.0;1;176.0
Системный аналитик (Fintech);Москва;Wanted;;1;176.0
Search Quality & ML Lead;Санкт-Петербург;Any;550000.0;3;176.0
Аналитик данных в логистике (возвратный поток);Москва;Ozon;;1;176.0
TechLead Senior Python Developer;Москва;Ростелеком;;6;176.0
ML разработчик;Москва;Diamond Personnel R&C;225000.0;3;176.0
LLM/AI Engineer Python [МТС Линк];Москва;МТС;;3;176.0
Инженер-программист низкоуровневой оптимизации (роботизированные манипуляторы);Хабаровск;Институт Исследования Нейросетей и Робототехники;130000.0;3;176.0
Инженер по нагрузочному тестированию (locust/ghz);Москва;Криптонит;;3;198.0
Head of Marketing Analytics;Москва;Леста Игры;;6;176.0
Senior Python Developer;Астана;ФИНОНА;225000.0;3;176.0
Инженер по автоматизации и интеграциям;Москва;Цифровые легенды;;3;176.0
Python-разработчик (senior);Москва;T2;;3;176.0
DevOps Engineer;Москва;Perfect Panel;250000.0;1;176.0
Middle fullstack (python/vue) developer/Fullstack-разработчик (python/vue);Казань;Арнест ЮниРусь;;3;176.0
Ведущий инженер по сопровождению СЭД;Москва;МНИТИ;150000.0;3;176.0
Senior QA Engineer (Manual);Москва;Криптонит;;3;176.0
Observability Engineer;Москва;iiii Tech (Форайз);;1;176.0
Backend-разработчик Python (Внутренняя разработка);Москва;Вкусно — и точка;;3;176.0
Python Developer (Web, «Мир кораблей»);Санкт-Петербург;Леста Игры;;3;176.0
Инженер данных (SQL, Python);Москва;Центральный банк Российской Федерации (Банк России);;0;176.0
DevOps-инженер, CI/CD платформа;Москва;Ozon;;3;176.0
UX Researcher;Санкт-Петербург;Леста Игры;;1;176.0
Senior Data Scientist (Medical Computer Vision);Москва;Simplenight;400000.0;6;176.0
Администратор баз данных;Новосибирск;Контур;;3;176.0
Python Automation QA Engineer (Web + Mobile);Краснодар;Amarcon;;3;176.0
Аналитик данных, Ozon fresh;Москва;Ozon;;3;176.0
Аналитик-данных;Москва;X5 Digital;;1;176.0
Программист внедряемых технологий (робототехника);Москва;НПО ГРАНЬ;150000.0;1;176.0
LLM Engineer (Python, RAG);Санкт-Петербург;CRT;200000.0;3;176.0
Стажёр Python-разработчик;Москва;Игроник;;0;165.0
Менеджер по маркетплейсам (WB);Санкт-Петербург;Галантика;100000.0;1;176.0
Python разработчик (AI агенты);Москва;Альфа-Банк;;3;176.0
ML Lead (CV\DL);Москва;Клауд Атлас;;6;176.0
Junior+/Middle QA Engineer (IoT);Армения;Ayo Support Solutions;;3;176.0
Fullstack QA Python в команду десктопного приложения Диска;Санкт-Петербург;Яндекс;;3;176.0
Ведущий инженер-электроник;Москва;НТЦ Радуга;275000.0;3;176.0
Data Engineer in GIS;Ташкент;Национальный комитет Республики Узбекистан по статистике;133000.0;1;208.0
Data analyst / Аналитик данных (стажер);Санкт-Петербург;Aston;95000.0;0;176.0
Программист-разработчик (Python / C++);Санкт-Петербург;Специальное Программное Обеспечение;150000.0;1;176.0
Программист Python/Django в веб-студию;Иркутск;Вангер.рф - разработка сайтов;85000.0;1;176.0
Python-разработчик;Москва;AIC;;1;176.0
Бизнес-аналитик (Junior);Москва;POSCREDIT;;1;198.0
Антифрод-аналитик;Москва;Менеджед Деплоймент;;0;176.0
Team Lead в команду Linux-разработки;Санкт-Петербург;НеоБИТ;;3;176.0
Руководитель направления/middle python-разработчик (Технологии рисков корпоративного бизнеса));Москва;Банк ДОМ.РФ;;3;176.0
Администратор Linux (DevOps);Москва;Единая Сервисная Платформа;;3;176.0
Инженер по автоматизации тестирования, Отдел разработки систем технического зрения;Казань;Ozon;;3;176.0
SDET python (NMS);Москва;ТехАргос;;3;176.0
Преподаватель Python и Roblox в онлайн-школу программирования;Минск;IT школа Hello World;50000.0;0;110.0
Инженер-разработчик радиоэлектронной аппаратуры;Москва;Научно-производственное объединение дальней радиолокации имени академика А.Л. Минца;107250.0;1;176.0
Sales Engineer (SaaS);Алматы;Инфобип Казахстан;;1;176.0
Разработчик Python;Москва;СБЕР;;3;176.0
Middle/Senior Python backend developer;Санкт-Петербург;Норд Клан;;3;176.0
DevOps-инженер (middle+/senior);Санкт-Петербург;Bercut;;6;176.0
Системный администратор/Инженер сопровождения информационных систем (Офис);Москва;Клируэй Текнолоджис;135000.0;1;176.0
Python Lead команды рекламных модераций в AI VK;Москва;VK;;3;176.0
Аналитик данных (финансовое направление);Казань;TravelLine;;3;176.0
С++ Developer (Middle);Новосибирск;«Предприятие «ЭЛТЕКС»;;1;176.0
Trainee/Intern/Junior Python backend developer;Санкт-Петербург;Рекруто;30000.0;0;176.0
Full-stack developer (Python/Vue. js);Ташкент;Lincoln Labs;;1;176.0
Педагог детского программирования IT школы;Магнитогорск;ГИСТЕЛ;100000.0;0;176.0
Tech Lead / Руководитель команды Python разработки;Москва;Эвотор;;6;176.0
DevOps Tech Lead;Екатеринбург;Goulash.Tech;;6;198.0
Аналитик сетевой безопасности;Саратов;Совкомбанк Технологии;;1;176.0
Разработчик в отдел аналитики;Москва;PUSY (Дрожь Бьюти);;1;176.0
Middle Python Developer;Москва;Evercode Lab;;3;176.0
Python Developer / Backend (Middle+);Екатеринбург;VICTORY group;180000.0;1;
Python разработчик;Москва;Лига Цифровой Экономики;;1;176.0
Senior Backend Software Engineer (Python и Go);Москва;АИМОР;;3;176.0
Преподаватель ИТ дисциплин;Москва;АНО ПО Колледж Мировой Экономики и Передовых Технологий (КМЭПТ);;1;
Сетевой специалист-аналитик;Москва;Ростелеком;;1;176.0
AI / LLM Automation Engineer (Python);Казань;Маджестик;;1;176.0
Middle Full-stack Developer;Актобе;DALA STEPPES;;3;176.0
Python разработчик;Санкт-Петербург;Т-Банк;;3;176.0
DevOps-инженер;Санкт-Петербург;Колле Степан Александрович;175000.0;1;176.0
Разработчик Python в LLM Platform;Ростов-на-Дону;Т-Банк;;3;176.0
GIS Data Analyst;Астана;AG TECH;;3;176.0
BI-аналитик;Санкт-Петербург;Софтвайс;;1;176.0
Chief Product Officer / Директор по продукту;Москва;Интернет РЕВОЛЮЦИЯ;;6;176.0
Сетевой инженер;Зеленоград;Zelax;220000.0;3;176.0
Field application engineer / Full-Stack Developer;Москва;YADRO;;3;176.0
Python backend developer / Бэкенд разработчик на питоне;Москва;Neuro-Core;190000.0;1;176.0
Python-разработчик (Senior);Москва;АЛМИ Партнер;;6;176.0
Инженер АСУТП и интеграции;Астана;ASTEL, АО;;1;176.0
Data Engineer;Москва;Кидс Аппс;;1;176.0
C++ разработчик машинного зрения;Москва;БАС ГЛОРИ ЭЙР;;1;176.0
Middle+/Senior AI python-разработчик;Астана;Казах Софт Девелопмент;;3;176.0
Data Scientist в команду SDT Pretrain;Москва;Navio;;3;176.0
Разработчик;Санкт-Петербург;Рекруто;30000.0;0;132.0
Python-разработчик;Москва;БИЗНЕС КОННЕКТ;;1;176.0
Аналитик BI;Москва;АЛМАЗ;200000.0;1;176.0
Системный администратор / Инженер внедрения;Москва;Бфг;;3;176.0
Backend Python-разработчик (Middle/Senior);Москва;Промышленный Строительный Союз;200000.0;3;176.0
Аналитик-исследователь;Москва;МКО Системы;;1;176.0
Middle+ / Senior Python разработчик;Санкт-Петербург;RedLab;165000.0;6;176.0
Преподаватель программирования (Python) в колледж;Ростов-на-Дону;ЭДУТЕХ ГРУПП;;1;
Инженер-электрик в отдел проектирования АСУ;Омск;ПО ВЭЛТА;;0;176.0
Senior Python Developer;Москва;Группа Адмитад;;6;176.0
Старший тестировщик;Москва;101 работа;100000.0;1;176.0
DevOps-инженер;Москва;ФГБУ ГИВЦ Минкультуры России;;1;176.0
Systems Administration Manager (Limassol, Cyprus) / Менеджер по сис администрированию;Кипр;Wise Wolves Group;;0;176.0
Python разработчик;Москва;SberTech;;3;176.0
Системный администратор Linux;Москва;Wallet One;;3;198.0
Специалист по внедрению ПО;Москва;Термика;90000.0;1;176.0
Python разработчик;Краснодар;WILIX;;3;176.0
Системный/технический аналитик (Data Science & AI продукты);Москва;Сбербанк Факторинг;;3;176.0
Делопроизводитель в отдел судебного взыскания;Москва;МКК Займ-Экспресс;80000.0;1;176.0
Technical Animator (Unreal Engine);Минск;Леста Игры;;3;176.0
Старший Python-разработчик в офис;Краснодар;Диджитал Сектор Поддержка;;3;176.0
Senior Python Developer (в Бильбао, Испания);Москва;Artificial Seed;;6;176.0
Junior Python Developer;Минск;Арелаг консалт;;0;176.0
Дата-инженер;Москва;ОТР;;3;176.0
Python-разработчик;Москва;YADRO;;3;176.0
Python-разработчик (Senior);Ростов-на-Дону;НАИС;195000.0;3;176.0
Backend-разработчик;Москва;Чернышева Олеся Витальевна;100000.0;1;192.0
Python-разработчик;Москва;EPG Service;;3;176.0
Инженер по защите данных и автоматизации на Python (Middle/Senior);Москва;Альфа-Банк;;3;176.0
Руководитель направления (RedTeam Lead);Москва;Азиатско-Тихоокеанский Банк;;6;176.0
Senior Python Developer (AI Backend);Москва;Бридж Тревел;;3;176.0
AQA (QA auto Python);Ростов-на-Дону;SHEVEREV;;3;176.0
AQA Python;Москва;СОГАЗ;;1;176.0
Junior Python-разработчик;Москва;Игроник;;0;176.0
SQL-разработчик;Нижний Новгород;ФБУЗ Приволжский Окружной Медицинский Центр Федерального медико - биологического агентства;;3;176.0
ML Engineer;Санкт-Петербург;Контакт;;1;176.0
SRE-инженер;Москва;Деньги Вперед;350000.0;3;176.0
Разработчик тестового фреймворка в 5G Core Telecom;Санкт-Петербург;YADRO;;3;176.0
Python Trainee;Баку;Andersen;;0;176.0
Аналитик (ценообразование, анализ рынка);Москва;Akvilon;;3;176.0
Инженер по автоматизации тестирования;Минск;ИнфоКод;;1;176.0
Tech Lead (Python);Алматы;CALL2ACTIONAI;399000.0;6;176.0
Инженер по автоматизации тестирования / Platform AQA Engineer (Python);Санкт-Петербург;YADRO;;3;176.0
Manual QA / Support (2-я линия);Алматы;PayLink.kz;;3;176.0
Разработчик C (User space);Москва;АМИКОН;;3;176.0
Data Engineer Python LLM;Саратов;Neoflex;;1;176.0
AI Lead;Санкт-Петербург;585, Холдинг;;3;176.0
DevOps-инженер;Москва;МОСГАЗ;;1;176.0
Младший программист Python;Ярославль;МАСТ;116000.0;1;176.0
Senior ML Engineer;Кипр;TRIBE (LTD STARTRIBE);;6;176.0
Senior Project Manager (Technical / B2B / B2C Delivery);Минск;Хьюман Аппс/ Human Apps;;6;176.0
Product Analyst, GTM;Польша;Fundraise Up;445500.0;3;176.0
Middle DevOps Engineer;Москва;Экваил;;1;176.0
Senior/Lead Data Scientist GenAI (команда SberAI);Москва;СБЕР;;3;176.0
Системный администратор (сети, серверное оборудование, мониторинг Zabbix, ИБ);Москва;Каллисто Вижн;200000.0;1;176.0
Программист 1С (департамент программного обеспечения);Тюмень;Красное & Белое, розничная сеть;;1;176.0
Computer Vision Engineer;Москва;МФТИ;200000.0;1;176.0
Системный администратор;Москва;Московский прожекторный завод;170000.0;3;176.0
Senior Python Developer;Москва;Evercode Lab;;6;176.0
Middle Python Developer;Санкт-Петербург;ТаймВэб;200000.0;3;176.0
Python backend-разработчик;Кокшетау;Арка, сеть ресторанов;;3;198.0
Системный аналитик/ Аналитик разработчик;Киров (Кировская область);Норвик Банк;60000.0;1;176.0
Инженер-исследователь;Санкт-Петербург;Оптосенс;110000.0;1;176.0
Преподаватель программирования (Scratch&Roblox/Python Backend/Unity);Екатеринбург;EasyCode;75000.0;1;115.5
Технический специалист DirectumRX;Санкт-Петербург;СофтСноу;260000.0;1;176.0
Middle Python-разработчик;Москва;amoCRM;;1;176.0
Специалист отдела информационной безопасности;Ижевск;Датабанк;;1;176.0
Разработчик Bitrix24/Битрикс24 (коробочная версия, PHP);Ульяновск;Ресурс Развития;;1;176.0
Тренер технологического обучения (Nexign Academy);Санкт-Петербург;Nexign (АО Нэксайн);;3;176.0
Тестировщик-автоматизатор (Python);Казань;Тензор;95000.0;1;176.0
Ведущий разработчик (Python, C#);Москва;Talent Pool;294000.0;3;176.0
Python-разработчик;Ижевск;Алабуга, ОЭЗ ППТ;127500.0;1;176.0
Старший Python-разработчик;Москва;МФК Фордевинд;300000.0;6;176.0
DevOps Engineer;Санкт-Петербург;TutorPlace;237500.0;1;176.0
Операционный аналитик;Москва;T2;;1;176.0
Lead ML Engineer (NLP);Москва;Центральный банк Российской Федерации (Банк России);;3;176.0
Веб-разработчик;Екатеринбург;Т Плюс;;1;176.0
Fullstack Python разработчик;Санкт-Петербург;ELMA;;3;176.0
"Старший математик-разработчик, Группа ""Внутренние ML Продукты""";Москва;Ozon;;3;176.0
Менеджер KPI;Красноярск;ЕнисейАгроСоюз;105000.0;1;176.0
Lead QA (Трайб Data office);Москва;АО «ОТП Банк» (JSC «OTP Bank»);;6;176.0
Маркетинговый аналитик;Москва;Перекрёсток;;3;176.0
Jira Administrator/Developer;Тбилиси;Social Discovery Group;;3;176.0
Системный аналитик;Кемерово;Финтехробот;;1;176.0
Инженер по автоматизации тестирования / Automation QA (Python, Pytest);Минск;Инженерный Центр Ядро;;3;176.0
Преподаватель программирования для детей онлайн;Москва;Международная школа программирования CODDY;50000.0;0;
Ведущий Backend-разработчик (Python/FastAPI) Middle+ с LLM;Москва;Бреви Ману;;3;176.0
Python fullstack разработчик;Таджикистан;ГУРУХИ ШИРКАТХОИ ЭРА;;3;176.0
Технический писатель;Москва;ФГУП ПВС МВД России;;1;176.0
Продуктовый аналитик;Москва;COZY HOME;;1;176.0
Аналитик / Исследователь;Москва;Recruitment Boutique S.M.Art;;1;176.0
Инженер-электроник/разработчик;Санкт-Петербург;Кравт;;3;176.0
Middle+ / Senior Python разработчик;Москва;RedLab;165000.0;6;176.0
DevOps Engineer;Санкт-Петербург;НАЛАНЧ;;3;176.0
Quantitative Researcher (FinTech / Financial Markets);Москва;ADF Capital;;3;176.0
Senior Python-разработчик;Москва;Live Typing;275000.0;6;176.0
Junior+/Middle Software Engineer (Python);Батуми;ТРТ;304000.0;1;176.0
Senior Machine Learning Instruktori;Ташкент;IT TA`LIM BERISH MARKAZI USTUDY;11025.0;1;208.0
Продуктовый аналитик;Санкт-Петербург;X5 Transport;;3;198.0
Python-разработчик;Москва;IVIDEON;;6;176.0
Python-разработчик (middle)/Data Science Engineer (AI Agents & Integrations);Нижний Новгород;Finstar Financial Group;;3;176.0
Ведущий инженер оптимизации транспортной сети (МГТС);Москва;МТС;207000.0;1;176.0
ML-lead платформы (MWS AI);Москва;МТС;;6;176.0
Performance manager;Москва;Синергетик;;1;176.0
