name;area;employer;salary;experience;monthly_hours
Юрисконсульт;Казань;ТК Славица;90000.0;3;168.0
Юрист-международник в Family Office;Москва;Lue Sky Legal Recruitment;;3;168.0
Юрисконсульт;Санкт-Петербург;Агрохолдинг Просторы;90000.0;3;168.0
Юрист / специалист по кадрам;Минск;ФЭШН СОЛЮШН;;1;168.0
Ведущий юрист;Москва;СберСити;;3;168.0
Юрист;Бишкек;ОсОО Ориел Голд;;3;168.0
Старший юрист;Бишкек;Чаарат ЗААВ;;6;168.0
Юрист;Ростов-на-Дону;Додо Пицца;100000.0;3;168.0
Арбитражный юрист;Красноярск;Майер консалтинг;200000.0;6;168.0
Юрист;Ростов-на-Дону;УК ПОЛЁТ;55000.0;1;168.0
Юрист ВЭД;Москва;КА Пальмира;250000.0;6;168.0
Ведущий юрисконсульт;Домодедово (Московская область);Московская областная энергосетевая компания (Мособлэнерго);71000.0;3;168.0
Юрист;Москва;Пожтехника;130000.0;1;168.0
Юрист;Новосибирск;Инвестрентстрой;107500.0;3;168.0
Юрисконсульт по информационной безопасности (внешние проекты);Воронеж;RTM Group;62500.0;3;168.0
Начинающий юрист;Симферополь;ЮК Заря;32500.0;0;168.0
Юрист первичного приема;Москва;Хаустов Сергей Юрьевич;150000.0;0;168.0
Юрист / Юрисконсульт;Санкт-Петербург;ПрофМастер;100000.0;1;168.0
Юрист;Орехово-Зуево (Московская область);Завод Стелкон;;3;168.0
Юрисконсульт 1 категории;Санкт-Петербург;ГРЧЦ, ФГУП;59000.0;1;168.0
Юрист;Алматы;Oi-Qaragai;90000.0;1;168.0
