                                                                                                name     salary  experience                                                                                                                           company                                region  responses
                             Инженер группы технической поддержки L2 (системный администратор Linux)     2500.0           3                                                                                                   Белорусские облачные технологии                                 Минск          0
                                                                Инженер-программист роботов и АСУ ТП        NaN           3                                                                                                                         Нейрософт          Иваново (Ивановская область)          0
                                               Quantitative Researcher (FinTech / Financial Markets)        NaN           3                                                                                                                       ADF Capital                                Москва        477
                          Middle Fullstack-разработчик (React + Python/FastAPI) — AI Agents Platform   150000.0           3                                                                                                                           Овелфиш                       Санкт-Петербург        734
                                                               Аналитик данных и бизнес-планирования        NaN           1                                                                                                                              СБЕР                                Москва         12
                                            Стажёр фулстек-разработчик/Intern full-stack development        NaN           0                                                                                                                           Рекруто                       Санкт-Петербург         13
                                                                     Преподаватель IT в мини-группах    60000.0           1                                                                                                              Онлайн-школа Тетрика                                Москва         65
                                                                          Test Tools - C++ Developer        NaN           3                                                                                                                             YADRO                       Санкт-Петербург         12
                                                                        Администратор баз данных DBA        NaN           3                                                                                                                        ГРЧЦ, ФГУП                                Москва          0
                                                                          DevOps-инженер (ML/LLM/CV)        NaN           1                                                                                                                               DCS                                Москва        364
                                                                Product analyst/Продуктовый аналитик        NaN           3                                                                                                               EWA Learn Languages                                Другое        295
                                                                                      DevOps-инженер        NaN           1                                                                                                                           Домклик                                Москва         90
                                                                                       Data-аналитик   175000.0           1                                                                                            GGSel (ИП Николаев Дмитрий Николаевич)                       Санкт-Петербург         17
                                               AI / ML Engineer (NLP, RAG, Python) в FinTech стартап        NaN           3                                                                                                                      Борисов А.С.                            Мелитополь        416
                                                    Ведущий аналитик / Аналитик (товарная аналитика)        NaN           3                                                                                              Медико-фармацевтический дистрибьютор                       Санкт-Петербург         68
                                                                Заместитель начальника отдела АСУ ТП   120000.0           3                                                                                                                 НПК Геотехнология              Петропавловск-Камчатский          0
                                                                    Технический аниматор на Fortnite     1500.0           1                                                                                                                  DragonFly Studio                                Москва          3
                                                                   PHP (Laravel) backend разработчик   105000.0           1                                                                                                                        Friend Lee                                Москва        658
                                                                        Data Engineer / Дата-инженер   250000.0           1                                                                                                                  Procter & Gamble                       Санкт-Петербург        409
                                                                                      Data scientist        NaN           3                                                                                              Страховая компания Freedom Insurance                                Алматы          4
                                                                                 ML - инженер (СКАН)        NaN           3                                                                                                                         Интерфакс                                Москва          0
                                                                      Аналитик данных / Data analyst        NaN           3                                                                                                                            HuntIT                       Санкт-Петербург         13
                                                                      Data Engineer (Лимассол, Кипр)        NaN           6                                                                                                                           Selecty                                  Кипр         12
                                                                                         SRE-инженер        NaN           3                                                                                                               «UZUM TECHNOLOGIES»                                Москва         12
                                                                      Ведущий специалист-программист        NaN           3                                                                                                                   Ленморниипроект                       Санкт-Петербург          0
                                                   Инженер по внутренней информационной безопасности        NaN           1                                                                                                                           Rakasta                                Самара         13
                                                         Fullstack-разработчик Python+React (Senior)     4000.0           6                                                                                                                 Valletta.Software                                Мальта          0
                                                                       Junior Data Engineer (Octane)        NaN           1                                                                                                    Citi Fuel (ООО Staff Atlantic)                               Ташкент          0
                                                                                      DevOps-инженер        NaN           3                                                                                                                        Эксперт РА                                Москва         86
                                                                                      DevOps инженер   104250.0           1                                                                                                                    СевенТест, НТЦ                       Санкт-Петербург         13
                                                                         Руководитель команды DevOps        NaN           3                                                                                                                     ВТБ Факторинг                                Москва        363
                                              Преподаватель в центр детского технического творчества    45000.0           0                                                                                       Центр технического творчества MOVE ROBOTICS                               Иркутск          0
                                                                                       Data Engineer   307500.0           3                                                                                                                         Снэп АйТи                                Москва         13
                                                                               QA Automation Trainee      900.0           0                                                                                                                          Andersen                               Тбилиси          0
                                                                           Старший системный инженер        NaN           1                                                                                                                         РОСКОСМОС                                Москва          0
                                                                           Главный системный инженер        NaN           3                                                                                                                         РОСКОСМОС                                Москва          0
                                                                                      DevOps-инженер        NaN           3                                                                                                                   Бэлл Интегратор                                 Минск        224
                                                                        Research Developer (Windows)        NaN           3                                                                                                           Лаборатория Касперского                                Москва          2
                                                                            Team lead Linux engineer        NaN           6                                                                                                                        Orion soft                                Москва          0
                                                                               Senior Cloud Engineer     5500.0           6                                                                                                                       COMTEK Inc.                                Алматы        253
                                                                             Аналитик антифрода (L2)        NaN           1                                                                                                                                VK                                Москва         13
                                                                     Middle Data Engineer в Holocron        NaN           3                                                                                                                              2ГИС                                Москва         13
                                                              Учитель Робототехники/Программирования  9500000.0           0                                                                                                      SCIENCE NETWORK ROBOTICS SNR                               Ташкент         85
                                                                    Инженер-исследователь (SIEM/СЗИ)   200000.0           1                                                                                                                         Реверслаб                                Москва          0
                                                                 Специалист по безопасной разработке        NaN           3                                                                                                                      СалютДевайсы                                Москва          0
                                                                            Сетевой инженер-аналитик        NaN           1                                                                                                                    РДП Энтерпрайз                                Москва          0
                                                                                     Аналитик-стажёр    92000.0           0                                                                                                                       Агро-Альянс                       Санкт-Петербург        246
                                                  Руководитель команды аналитики / Lead Game Analyst        NaN           6                                                                                                                      MadOut Games                                Москва         87
                                                                                             Инженер        NaN           1                                                                                                                               ITS                                Москва        280
                                                             Эксперт по анализу расходов и аллокации        NaN           1                                                                                                                    Банк ВТБ (ПАО)                                Москва         53
                                                                                     Аналитик данных        NaN           3                                                                                                                   Bell Integrator                                Москва         12
         Бизнес-аналитик коммерческих данных, SQL/Python, отдел коммерческого планирования и анализа        NaN           1                                                                                                                              Ozon                                Москва        287
                                                                           QA Engineer / Тестировщик        NaN           1                                                                                                                              EGAR                                Москва          0
                                                                                  Senior разработчик        NaN           6                                                                                                                            ЛУКОЙЛ                                Москва          0
                                                                       Стажер-разработчик AI-агентов        NaN           1                                                                                                                              СБЕР                       Санкт-Петербург         12
                                                                                 Разработчик (С/С++)        NaN           3                                                                                                                           Фастэко                                Москва          0
                                                     LLM-специалист / AI Engineer (LLM, Agents, RAG)        NaN           1                                                                                                                        СП Солюшен                                Москва        968
                           Senior / Lead Full-Stack Developer (Python/Django/FastAPI + Vue/PrimeVue)  1200000.0           6                                                                                                                  Apple City Corps                                Алматы        557
                                                                               Аналитик (проекты ИИ)        NaN           1                                                                                                                        Альфа-Банк                                Москва         17
                                                        Разработчик программно-аппаратных комплексов        NaN           3                                                                                                                            Myrtle                       Санкт-Петербург         57
                                                                                           QA manual        NaN           0                                                                                                             Группа компаний Астра                                Москва        213
                                                                                        Data-инженер        NaN           3                                                                                                                 М.Видео-Эльдорадо                                Москва         13
                                                                                      DevOps-инженер        NaN           1                                                                                                                   Бэлл Интегратор                                 Минск        271
                                         Ведущий оператор / Ведущий специалист по данным и процессам   115000.0           1                                                                                              Медико-фармацевтический дистрибьютор                       Санкт-Петербург         28
                                                                                   AI Agent Engineer        NaN           1                                                                                                                           DATAPAX                                Астана          0
               Главный специалист департамента поддержки и развития жизненного цикла (анализ данных)        NaN           1                                                                                                  ТрансМашХолдинг, Группа компаний                                Москва        291
                                                                    Преподаватель ОГЭ по информатике   154288.0           0                                                                                              KIBERone(ИП Попов Владимир Павлович)                           Новокузнецк          7
                                                                    Системный аналитик Middle/Senior        NaN           3                                                                                                                        Corplib.ru                                Донецк       1857
                                                                                Matchmaker Developer        NaN           1                                                                                                                        Леста Игры                                 Минск         80
                                                                            AI-инженер / AI Engineer        NaN           1                                                                                                                        Вебпрактик                        Ростов-на-Дону         12
                                                                            Инженер по автоматизации        NaN           1                                                                                                                         НПЦ ЭЛВИС                            Зеленоград          0
                                                        Ведущий аналитик в команду GigaChat (B2Bank)        NaN           3                                                                                                                              СБЕР                                Москва         12
                                                               Инженер-программист микроконтроллеров        NaN           3                                                                                                                          Сибсайнс                           Новосибирск          1
                                                                                     Программист С++   200000.0           3                                                                                                                            Тензор                       Нижний Новгород          0
                                                                Аналитик данных (операционные риски)        NaN           1                                                                               Центральный банк Российской Федерации (Банк России)                                Москва         13
                                                                                 Backend-разработчик        NaN           0                                                                              Инженерный центр Автоматизированные системы контроля                                Москва        609
                      Senior network QA engineer / Старший инженер по тестированию сетевых продуктов        NaN           3                                                                                                                           BI.ZONE                                Москва         13
                                                                                   Инженер внедрения   150000.0           1                                                                                                                           IMOT.IO                                Москва         72
                                                     Инженер-тестировщик по аппаратному тестированию   180000.0           1                                                                                                                           Инситех                       Санкт-Петербург          0
                                                        Senior full-stack developer в команду «Руки»        NaN           6                                                                                                                          Профи.ру                                Москва          1
                                                                                    Главный аналитик    67000.0           1                                                                  Областное государственное Казённое учреждение Ситуационный Центр                              Белгород          0
                                                                                     DevOps Engineer        NaN           1                                                                                                                    Интернет вещей                              Тольятти         74
                                                                                     Аналитик данных        NaN           1                                                                                                                              СБЕР                                Москва         12
                                                                             Системный администратор    40000.0           1                                                                                                                         УК Сиринж                               Нальчик         18
                                                                                     Аналитик данных   140000.0           3                                                                                                                            Авокод                                Москва        561
                                          Аналитик данных / Бизнес - аналитик (Онлайн - университет)   150000.0           1                                                                                                                          Тэлентси                                Москва       1071
                                                                                         BI-аналитик    80000.0           1                                                                                                                   Нэфис Косметикс                                Казань         11
                                                                         Lead DevOps Engineer (KATA)        NaN           3                                                                                                           Лаборатория Касперского                                Москва          0
                                         Back-end разработчик (продукт по аналитике данных, FastAPI)        NaN           3                                                                                                                    МАКСБИТСОЛЮШЕН                                 Минск        213
                                                                   Аналитик данных в кредитные риски        NaN           3                                                                                                                               TBC                               Ташкент         12
                                              ЕТАКЧИ МУТАХАССИС (ИҚТИСОДЧИ – МАЪЛУМОТЛАР ТАХЛИЛЧИСИ) 10500000.0           1                                                                          Национальный комитет Республики Узбекистан по статистике                               Ташкент        283
                                                   Специалист по анализу ликвидности фондового рынка        NaN           3                                                                                                                  Московская Биржа                                Москва         12
                                                                                 Инженер ИБ (AppSec)        NaN           3                                                                                                                          Финфрейм                                Москва          0
                                                                       Linux-администратор HPC стека        NaN           1                                                                                                                              СБЕР                                Москва         12
                                               Проверяющий домашних заданий по Machine Learning (ML)        NaN           1                                                                                                                          MLinside                                Москва        304
               Инженер компьютерного зрения / Machine Learning Engineer (для гидравлических роботов)   150000.0           1                                                                                         ИНТЕХРОС, Межрегиональная группа компаний                               Воронеж          0
                                                            Data Scientist (аудит/валидация моделей)   160000.0           1                                                                                                                              СБЕР                       Санкт-Петербург          0
               Бэкенд-разработчик (Служба разработки информационных сервисов в строительстве) - ОФИС        NaN           3                                                                                                          Главгосэкспертиза России                                Москва          0
                                                          Fullstack-разработчик (Node.js/TypeScript)     2500.0           3                                                                                                                         3205.team                               Тбилиси         13
                                           DevOps-инженер/ИБ (devops engineer, information security)        NaN           6                                                                                                                        Плейспартс                                Сербия         12
                                                                                      DevOps-инженер        NaN           3                                                                                                                         UZINFOCOM                               Ташкент         13
                                                           Менеджер по работе с маркетплейсами, Ozon   100000.0           3                                                                                                                           Адвирос                       Санкт-Петербург         12
                                                                                         HR-аналитик        NaN           3                                                                                                                           ЦУМ, ТД                                Москва         12
                                                                          Преподаватель IT дисциплин    30000.0           0                                                                             Компьютерная академия TOP (Компьютерная Академия ТОП)                         Нижневартовск         18
                                                                      Fullstack-разработчик OpenClaw        NaN           3                                                                                                                            Agiens                                Сербия        422
                                                                                     Бизнес-аналитик        NaN           3                                                                                                                             Шемеш                                Москва          0
                                                                     Сетевой инженер (Москва_Гибрид)        NaN           3                                                                                                          Бристоль, сеть магазинов                                Москва          0
                                                                          Стажер-программист (Linux)    80000.0           0                                                                                                                       Базальт СПО                               Обнинск         12
                                           Системный администратор (DevOps), Головной офис, г. Минск     4159.0           3                                                                                                                   АСБ Беларусбанк                                 Минск         25
                                                                                       CX Researcher        NaN           1                                                                                                                       Bereke Bank                                Алматы         12
                                                              Программист промышленной робототехники        NaN           1                                                                                                 ПИК-специализированный застройщик                                Москва          0
                                                         Аналитик данных в службу внутреннего аудита   279038.0           3                                                                                                                Группа «Интер РАО»                                Москва         15
                                                                            Fullstack / LLM Engineer   250000.0           3                                                                                                     Агентство судебного взыскания                                Москва         12
                                                                            Fullstack / LLM Engineer   250000.0           3                                                                                                     Агентство судебного взыскания                       Санкт-Петербург         13
                                                                      Специалист по обработке данных        NaN           1                                                                            ПОЛИСАН, научно-технологическая фармацевтическая фирма                       Санкт-Петербург         11
                                                Senior Kotlin разработчик в команду World Match&Load        NaN           6                                                                                                                              2ГИС                       Санкт-Петербург          0
                                                                             DevOps Engineer (KASAP)        NaN           3                                                                                                           Лаборатория Касперского                                Москва         13
                                          Руководитель направления (эксперт) Отдела бизнес-аналитики   250000.0           1                                                                                                       Азиатско-Тихоокеанский Банк                                Москва        203
                                                           Проектный менеджер в центр анализа данных        NaN           3                                                                                                              Правительство Москвы                                Москва          0
                                                                       Финансовый аналитик/статистик        NaN           1                                                                               Центральный банк Российской Федерации (Банк России)                                Москва         12
                                                                    Спикер по курсу «Дата Аналитика»        NaN           1                                                                                                                   Qadam Education                               Ташкент         10
                                                                           Software Architect (KATA)        NaN           6                                                                                                           Лаборатория Касперского                                Москва         20
                                                                        Data Analyst (Cyprus office)        NaN           3                                                                                                                        Opiniq Ltd                                  Кипр          0
                                                              Application Security Еngineer (AppSec)        NaN           3                                                                                                                 Атом Безопасность                           Новосибирск          0
                                                                                       Дата-аналитик        NaN           1                                                                                                                              СБЕР                          Екатеринбург         12
                                                                             ML-разработчик (Middle)        NaN           3                                                                                                                       Протей, НТЦ                       Санкт-Петербург          0
                                                                     Middle Data Analyst (Uzum Bank)        NaN           1                                                                                                               «UZUM TECHNOLOGIES»                               Ташкент         17
                                                                               Младший MLOps инженер        NaN           1                                                                                                                 Lime Credit Group                           Новосибирск          0
                              Expert Technical Support Engineer/Инженер технической поддержки (NGFW)        NaN           3                                                                                                           Лаборатория Касперского                                Москва          0
                                                                                          ML-инженер        NaN           1                                                                                              Страховая компания Freedom Insurance                                Алматы        192
                                                            Senior Devops [Мой МТС, МТС веб сервисы]        NaN           3                                                                                                                               МТС                                Москва          3
                                              Аналитик данных/биоинформатик (лаборант-исследователь)    40000.0           0                                                                                                                            СибГМУ                                 Томск          0
