name;salary;experience;company;region;responses
Java-разработчик в Core-команду;;3;Koronatech;Санкт-Петербург;587
Middle Java developer (Fraud);;3;БПС Инновационные Программные Решения;Москва;615
Fullstack Developer (Java / React), FinTech;;3;Платежные решения;Минск;43
Backend-разработчик (Java/Kotlin);;3;Национальные Стратегические Активы;Москва;329
Инженер по тестированию на Java;;3;VS Robotics (ООО АБТ);Орел;344
Java-разработчик (Middle/Senior);125400.0;3;UNIVERSITY OF BUSINESS AND SCIENCE;Ташкент;183
Java-разработчик (Middle+/Senior);;1;Т-Банк;Барнаул;320
Java-разработчик (Middle+/Senior);;1;Т-Банк;Калуга;239
Java-разработчик (Senior);;6;Morizo;Москва;143
Java-разработчик Junior;95000.0;0;Кузьменко Сергей Сергеевич;Москва;936
Тестировщик (QA fullstack java);;3;Bell Integrator;Москва;432
Java-разработчик (Middle/Senior);;3;Инфомаксимум;Саранск;81
Backend-разработчик (Java);;3;Industry Soft Solutions;Москва;1099
Java-разработчик (backend);180000.0;3;ЮНИС Лабс Решение;Москва;634
Java-разработчик (Middle);;3;Software Cats;Новосибирск;961
Java-разработчик (Embedded / работа с аппаратным обеспечением);;3;Промэлектроника;Рязань;18
Java Backend Developer;180000.0;3;ЮНИС Лабс Решение;Москва;578
Senior Java Developer;;3;Kaspi.kz;Алматы;157
Team lead Java;;3;Московский Кредитный Банк;Москва;470
Team Lead Java (backend)/Руководитель группы разработки;;6;Maxim technology;Санкт-Петербург;1
Разработчик Java (tech/team lead);;1;РСХБ-Интех;Москва;620
Fullstack Java Developer (Middle / Middle+);210000.0;3;Рекрутинговое агентство CHANGE (ИП Куприянова);Алматы;149
Senior Java разработчик (Uzum Market);;6;«UZUM TECHNOLOGIES»;Москва;41
Java разработчик, система оплаты проезда;;3;SkillStaff;Москва;519
Middle Java-разработчик;250000.0;3;РСХБ-Интех;Москва;387
Ведущий Java-разработчик;;3;РСХБ-Интех;Москва;277
Java разработчик (senior);;3;Smartup;Санкт-Петербург;589
Java-разработчик (Москва);;3;РСХБ-Интех;Москва;488
Fullstack QA Engineer (Java/Kotlin);300000.0;3;SSP SOFT;Москва;517
Java (Senior);;6;ТЕХНОЛОГИИ ОТРАСЛЕВОЙ ТРАНСФОРМАЦИИ;Москва;206
Java-разработчик в Маркет Хабы;;3;Яндекс;Санкт-Петербург;41
Java-разработчик в Маркет Хабы;;3;Яндекс;Москва;108
Fullstack разработчик (Java + Angular);;1;Государственное казенное учреждение Московской Области «Центр Компетенций Госуправления»;Москва;135
Разработчик на Java в команду EDI;;3;Яндекс;Санкт-Петербург;117
Разработчик на Java в команду EDI;;3;Яндекс;Москва;302
Java Spring разработчик + PHP Laravel;175000.0;3;АЛЬФАКОМ;Москва;286
Full-stack QA Engineer (Java, Python);;3;QA Service Lab;Тула;196
Java TeamLead/Engineering Manager/Руководитель команды разработки;;6;«UZUM TECHNOLOGIES»;Москва;18
Специалист по автоматизации тестирования (Java/JS);;3;СимбирСофт;Самара;131
Senior Backend разработчик Java/Kotlin;;6;Okko;Москва;97
Team Lead Java (backend)/Руководитель группы разработки;;6;Maxim technology;Казань;86
Team Lead Java (backend)/Руководитель группы разработки;;6;Maxim technology;Екатеринбург;145
Java-разработчик;;3;Дневник.ру;Санкт-Петербург;946
Java-разработчик;;1;Центр Новых Финансовых Сервисов;Москва;1049
Java Backend-разработчик в IT инновационный сервис;225000.0;1;ProsperPay;Алматы;145
Техлид Java / tech lead Java;;6;Notamedia;Москва;140
Java-разработчик;225000.0;1;Recrutoman;Алматы;183
Senior Java Developer;350000.0;3;Аренадата Софтвер;Москва;936
Java-разработчик (Менторство);;3;Миргалеев Марк Робертович;Москва;317
Middle Java Developer;;1;Центр финансовых технологий;Новосибирск;745
Automation QA Engineer (Java);;1;Модсен // MODSEN;Минск;53
QA auto mobile (Java, Appium);;3;Selecty;Москва;82
Senior Java Developer;;6;Hi, Rockits!;Москва;372
Java-разработчик (senior);290000.0;6;Saltwort;Москва;1205
QA Engineer Java / Инженер-тестировщик Java (ученик);;0;Aston;Воронеж;660
Старший Java разработчик;;6;IT_One;Москва;617
Java Game Developer (iGaming);80000.0;0;Siberteam;Томск;125
Java-разработчик (Middle+/Senior);;3;LARTA GLASS;Рязань;454
Java-разработчик (Middle+/Senior);;3;LARTA GLASS;Москва;565
Java devoloper (Middle/Senior);;3;Garant bank;Ташкент;197
Разработчик Java (Middle);150000.0;1;НВП «Болид»;Москва;433
Java - разработчик (Spring, Hibernate);200000.0;3;Awelite;Москва;496
Java разработчик, Поисковая платформа;;3;Ozon;Москва;220
Java-программист;135000.0;3;Фастек;Чебоксары;457
Java-разработчик;;6;SSP SOFT;Москва;1002
Java Developer;;3;Team.Inno / Фабрика инноваций и решений;Гомель;106
Инженер-программист Java;;6;Пегас-Агро;Самара;109
Tech lead Java;;3;NAUKA;Санкт-Петербург;189
Java-разработчик (стажер);40000.0;0;Fortech;Пятигорск;163
Senior Java developer;;6;Ридотто;Минск;94
Senior Java разработчик;;3;T2;Москва;252
Эксперт Java разработчик;;3;РТЛабс;Москва;64
Java разработчик (трайб Lending);;3;АО «ОТП Банк» (JSC «OTP Bank»);Москва;424
Java разработчик в команду Продукты Рисков;;3;Банк ДОМ.РФ;Москва;279
Senior Java-разработчик;;6;РТЛабс;Москва;354
Middle Java Developer;;3;Whoosh (ООО Вуш);Москва;569
Middle Java Backend Developer;;3;Здоровье инфо;Москва;468
Инженер по автоматизации тестирования (Java, Selenium);;1;Гриндата;Москва;343
Java-разработчик;;3;РСХБ-Интех;Москва;1112
Архитектор программного обеспечения (Java);;6;IBS;Москва;209
Java-разработчик (Контроль конфигураций);;3;СБЕР;Москва;631
Java разработчик Junior+ (ЭДО в Логистике);;1;СБЕРКОРУС;Санкт-Петербург;205
Старший инженер-программист на ОС (Java/Kotlin);;3;YADRO;Нижний Новгород;231
Team Lead Full-stack (Java/Angular)/Руководитель группы разработки;;6;Maxim technology;Казань;41
Team Lead Full-stack (Java/Angular)/Руководитель группы разработки;;6;Maxim technology;Екатеринбург;44
Team Lead Full-stack (Java/Angular)/Руководитель группы разработки;;6;Maxim technology;Санкт-Петербург;17
Senior Java Developer / Technical Lead / AGI / AI Projects;450000.0;6;Khan Group;Алматы;14
Fullstack-разработчик (Angular/React + Java/Kotlin);;1;ИнтэксСофт;Минск;82
Инженер по автоматизированному тестированию / AQA Senior (Java или Kotlin);;3;М.Видео-Эльдорадо;Москва;342
Senior Backend (Java) разработчик;;6;Tele2/Altel;Алматы;220
Senior Java-разработчик (911);;6;СБЕР;Москва;190
Бекэнд-разработчик Java (Senior);;3;Главгосэкспертиза России;Москва;465
Инженер по автотестированию на Java;;3;М.Видео-Эльдорадо;Москва;302
Java-разработчик (банкоматы / XFS, NDC);;3;CORE;Москва;546
TechLead Java Spring (руководитель команды);;6;Industry Soft Solutions;Москва;193
Backend-разработчик (C++, Python, Java/Kotlin, Go);;3;Яндекс;Москва;0
SL3 инженер Java (Platform V DataGrid);;1;SberTech;Хабаровск;70
Java-разработчик в сервисы безопасности Яндекс 360;;3;Яндекс;Москва;268
QA Automation Engineer (Java);;1;Team.Inno / Фабрика инноваций и решений;Минск;57
Ведущий Java разработчик;;3;СК Ренессанс Жизнь;Москва;704
Старший разработчик инструментов тестирования (Java);;3;БЮРО 1440;Москва;223
QA Automation Engineer (Java) mobile;;3;USETECH;Москва;329
Tech Lead / Architect - (Credit Platform, Java);;6;Ipotekabank OTP Group;Ташкент;9
Руководитель направления автотестирования (Java);350000.0;3;Цифра;Москва;428
Senior Java-разработчик;;6;СБЕР;Москва;507
Backend Team Lead Java;900000.0;6;Дробинин Игорь Игоревич;Москва;471
Старший Java-разработчик;;3;Северсталь;Москва;2129
Senior Java developer;;3;ГК Орбита;Москва;795
Qa Auto Java;;3;ИЦ АЙ-ТЕКО;Москва;93
Java Backend Developer;;1;Арелаг консалт;Минск;1257
Middle Java Developer (Backend);;3;Транспортные решения;Москва;851
QA Automation Engineer (Java);;3;Aston;Москва;215
Senior Java разработчик в Маркет;;6;Яндекс;Москва;119
Senior Java Developer (ADPG Control);;6;Аренадата Софтвер;Москва;585
Senior Java Разработчик;400000.0;3;Лэтуаль Диджитал;Москва;335
Backend Developer (Java);14175.0;3;STREETPARK SYSTEMS;Ташкент;361
Backend Developer (Java);250000.0;3;UGOL;Санкт-Петербург;996
Senior Java Backend Developer / Backend Architect;;3;Здоровье инфо;Москва;328
QA Fullstack (Java + Python),;333000.0;3;Outlines Technologies;Москва;366
Team Lead Backend (Java), Ташкент;;3;OCTO;Ташкент;41
Специалист по тестированию (Senior, Fullstack, Java);;6;Лига Цифровой Экономики;Москва;16
Senior QA Automation Engineer (Java);;6;Wisebits;Тбилиси;288
Системный архитектор Java (технологии SFA физических лиц);;6;Альфа-Банк;Москва;91
Lead back - разработки (Java);;3;СберЛизинг;Москва;230
Java - разработчик (middle / middle +);;3;СберЛизинг;Москва;889
Middle+/Senior Automation QA Engineer (Java);;3;TRIBE (LTD STARTRIBE);Тбилиси;398
Java Spring разработчик Middle+/Senior;;3;United Developers;Москва;872
Fullstack QA engineer (Java);140000.0;3;Bell Integrator;Москва;586
Java TeamLead / Engineering Manager (Uzum Market);;6;«UZUM TECHNOLOGIES»;Санкт-Петербург;165
Fullstack-разработчик (Java, React);;1;MetaHR;Алматы;273
QA Fullstack (стек Java);140000.0;1;Bell Integrator;Москва;205
Разработчик ИИ-агента;;0;СБЕР;Тула;12
Java Backend Developer - Разработчик серверной части;304000.0;6;Flextrela;Сербия;394
QA Fullstack engineer (стек Java, телеком);180000.0;3;Magenta Technology;Самара;290
Middle/Senior Java Developer;;3;Cushpen Group;Караганда;131
Java-developer Middle/Middle+;;3;CosySoft;Москва;2040
Middle Backend разработчик (Java);;1;Правительство Москвы;Москва;590
Strong Middle Java Developer;;3;ЧАКБ «ДАВР БАНК» ;Ташкент;291
Senior Java QA Automation Engineer (Mobile / Backend);;3;ГК Орбита;Москва;280
Team Lead (Java) (fintech, офис);380000.0;6;HR PLANET;Ташкент;108
Старший Java-разработчик — Группа по созданию инновационных ИТ-решений в области налогов и права;;3;Деловые Решения и Технологии (ДРТ);Санкт-Петербург;672
Старший Java-разработчик — Группа по созданию инновационных ИТ-решений в области налогов и права;;3;Деловые Решения и Технологии (ДРТ);Москва;1138
Старший разработчик Java в проект TeC (Сербия);;6;Tungsten Montenegro DOO Podgorica;Сербия;25
Старший разработчик Java в проект TeC (Сербия);;6;Tungsten Montenegro DOO Podgorica;Черногория;13
Старший разработчик Java в проект TeC (Черногория);;6;Tungsten Montenegro DOO Podgorica;Москва;49
Старший разработчик Java в проект TeC (Черногория);;6;Tungsten Montenegro DOO Podgorica;Санкт-Петербург;42
Старший Разработчик Java на проект MarkView (Черногория);;6;Tungsten Montenegro DOO Podgorica;Санкт-Петербург;75
Senior Java Developer (МТС Веб Сервисы, МТС Лайв);;3;МТС;Москва;467
Head of Engineering;;6;iFuture;Санкт-Петербург;219
Tech Lead / Руководитель отдела разработки;;6;Лоджик Телеком;Москва;13
Android-разработчик Middle+;275000.0;3;Джем-Софт;Москва;239
Developer;;3;Народный банк Казахстана;Алматы;12
Разработчик инфраструктуры ML в Яндекс Плюс;;3;Яндекс;Москва;11
QA Engineer Automation JAVA (Junior/Middle/Senior);;1;А7-ТЕХНОЛОГИИ;Москва;129
Бэкенд-разработчик на Java/Kotlin в команду тим-менеджмента Эйчартеха;;3;Яндекс;Москва;345
Бэкенд-разработчик на Java/Kotlin в команду тим-менеджмента Эйчартеха;;3;Яндекс;Санкт-Петербург;185
Senior/Lead Backend Java Developer / System Architect;;6;Ventra;Москва;271
Инженер по автоматизированному тестированию Java;;1;ЛАНИТ;Саратов;514
Инженер по автоматизированному тестированию Java;;0;ЛАНИТ;Йошкар-Ола;611
Лид QA в Программу лояльности;;6;Национальная система платежных карт;Москва;0
Kotlin/ Java разработчик (middle/senior);;3;X5 Tech;Москва;572
Тимлид команды разработки;450000.0;6;SW Development;Москва;15
QA-инженер;;1;Utrace;Москва;27
Middle backend developer (Java + PHP);120000.0;1;Скайтек;Санкт-Петербург;710
Ведущий тестировщик;;1;РЕАЛИСТ БАНК;Ижевск;12
Fullstack-разработчик (Java Spring + Angular);175000.0;1;КОМПАНИЯ «ААМ Системз»;Москва;717
Senior AI Agent Developer (Python/Java);200000.0;3;ИЦ АЙ-ТЕКО;Москва;428
Senior/Staff Java Engineer в Uzum Market (Старший Разработчик);;6;«UZUM TECHNOLOGIES»;Новосибирск;420
Senior/Staff Java Engineer в Uzum Market (Старший Разработчик);;6;«UZUM TECHNOLOGIES»;Казань;286
Системный аналитик;225000.0;3;Amex Development;Москва;1097
Junior/Middle Test Automation Engineer (Java);;1;ЭлмоСофт;Минск;139
Java Developer (cо знанием немецкого языка);;1;Team.Inno / Фабрика инноваций и решений;Минск;90
Middle Software Developer / Back-end;212800.0;3;ПБК Менеджмент;Минск;219
ML Team Lead;;3;Энергодиагностика;Москва;233
Архитектор решений;;3;КБ Уральский банк реконструкции и развития (УБРиР);Екатеринбург;109
Angular Frontend-разработчик;5040.0;3;INNASOFT DIGITAL SERVICE;Ташкент;121
Инженер по настройке контроллеров базовых станций (BNС/RNC);;1;T2;Омск;0
Системный аналитик ИТ-систем платёжного контура в банк;350000.0;3;Сателл ИТ;Москва;188
Senior/Lead Java-разработчик в команду видеоплатформы VK;;6;VK;Москва;463
Senior/Lead Java-разработчик в команду видеоплатформы VK;;6;VK;Минск;380
Team Lead Data Engineer;;6;ITFB Group;Москва;2
Преподаватель программирования для детей онлайн;50000.0;0;Международная школа программирования CODDY;Москва;332
Ведущий инженер по тестированию (ручное + автоматизация Java) проект Process Director (Сербия);;6;Tungsten Montenegro DOO Podgorica;Санкт-Петербург;44
Ведущий инженер по тестированию (ручное + автоматизация Java) проект Process Director (Черногория);;6;Tungsten Montenegro DOO Podgorica;Санкт-Петербург;47
Ведущий инженер по тестированию (ручное + автоматизация Java) проект Process Director (Сербия);;6;Tungsten Montenegro DOO Podgorica;Сербия;27
Инженер по настройке контроллеров базовых станций (BNС/RNC);;1;T2;Москва;0
Senior DevSecOps инженер;;6;Axiom JDK;Санкт-Петербург;98
Специалист технической поддержки IT-продукта;;1;НоваКард;Нижний Новгород;0
Менеджер по нагрузочному тестированию;;3;Бэлл Интегратор;Минск;63
Разработчик C#/.NET (г. Санкт-Петербург, в офис);150000.0;1;НЭК ТЕХ;Санкт-Петербург;0
РІ System Senior Manager;;6;СП КАТКО;Астана;49
Инженер-интегратор коллаборативных роботов / Робототехник-программист;150000.0;3;Алабуга, ОЭЗ ППТ;Набережные Челны;0
Инженер-интегратор коллаборативных роботов / Робототехник-программист;150000.0;3;Алабуга, ОЭЗ ППТ;Елабуга;0
DevOps-инженер;;3;Т1;Екатеринбург;13
Database Administrator (Clickhouse);;3;iFuture;Санкт-Петербург;30
Middle+/Senior QA (WEB, Backend);;3;1001 LABS;Москва;934
Менеджер управления проектами (разработка ПО);105000.0;6;Infocart;Алматы;64
Специалист по тестированию (ПО / QA Engineer);150000.0;1;Модум;Зеленоград;0
Преподаватель робототехники, программирования и 3-D моделирования;90000.0;1;Роббо;Москва;9
Chief Product Owner/CPO;;6;Почтатех;Москва;27
Технический лидер АС;;6;СБЕР;Москва;12
Android-разработчик в Kolesa.kz;183750.0;3;Kolesa (АО Колеса);Алматы;14
Team Lead (Backend & Cross-Platform Development);364400.0;6;РОСГАЗ;Санкт-Петербург;12
Главный разработчик процессинга (Way4 TranzAxis);;3;Азиатско-Тихоокеанский Банк;Москва;52
Ведущий системный аналитик (Wink);;3;Ростелеком Информационные Технологии;Москва;0
Инженер по безопасности / разработчик модулей облачного сканера;350000.0;3;METASCAN;Москва;439
WEB - разработчик (Junior/Middle);60000.0;1;АУДИТОРИЯ - Agency;Самара;13
Инженер по сопровождению (Цифровой кредитный банк);;3;СБЕР;Москва;12
QA инженер (WEB) Automation;180000.0;3;Бизнес Технологии;Санкт-Петербург;312
Начальник отдела разработки;;6;Центральный банк Российской Федерации (Банк России);Москва;15
QA Engineer;;3;NLS Kazakhstan;Алматы;12
Руководитель направления/middle python-разработчик (Технологии рисков корпоративного бизнеса));;3;Банк ДОМ.РФ;Москва;12
Руководитель цифрового продукта (mobile);;3;Go Invest;Москва;594
Специалист отдела автоматизации бизнес процессов;;3;NOMAD insurance;Алматы;90
QA инженер;80000.0;1;ТендерПро;Саратов;1136
Android разработчик;;1;AB Restaurants;Алматы;13
Администратор систем безопасности;157000.0;1;Deletron;Череповец;0
DevOps;250000.0;1;Rendez-Vous;Москва;0
Backend Developer;;6;TRADINGVIEW GEORGIA;Тбилиси;12
Ведущий инженер (ETL/Data Engineer);;1;COSCOM ТМ Ucell;Ташкент;1
Frontend Developer / Фронтенд разработчик;150000.0;1;Сметтер;Санкт-Петербург;1054
Solution Архитектор (СБОЛ ПРО);;3;СБЕР;Москва;12
DevOps engineer;350000.0;6;Про.Потолок;Москва;250
PL/SQL разработчик;;3;ФлексСофт;Москва;12
Эксперт по безопасности приложений;300000.0;3;Айкон Про;Москва;127
Системный администратор Linux;85000.0;1;Смарт консалтинг;Новосибирск;0
IT Архитектор/ TechLead;;6;билайн;Москва;688
Аналитик - специалист технической поддержки;;1;Гриндата;Пермь;0
Backend-разработчик;90000.0;1;СМТТех;Москва;123
Математик (Java+Python);300000.0;1;Nord.Codes;Санкт-Петербург;63
Lead full-stack developer;;3;Сервис Руки;Москва;13
Android-разработчик;300000.0;3;Диджитал Лайн;Москва;508
Full-Stack разработчик сайта;;6;AZIMUTH (ООО TECHNOLOGIES OF REAL TIME);Ташкент;0
Инженер по внедрению автоматизированных систем;125000.0;1;ГК Системы и Технологии;Владимир;0
Разработчик OraclePL/SQL;235000.0;6;Amex Development;Москва;298
Старший разработчик Android/Linux (Embedded);200000.0;3;Терминальные Технологии;Зеленоград;12
Системный аналитик, финтех (Middle, Senior);;3;ИЦ АЙ-ТЕКО;Москва;16
AppSec specialist;;3;Лоция;Новосибирск;0
AppSec specialist;;3;Лоция;Санкт-Петербург;0
DevSecOps/AppSec специалист;;3;Лоция;Санкт-Петербург;0
Ведущий инженер-программист в Отдел сопровождения систем электронного взаимодействия;90000.0;3;Акционерное общество Сургутнефтегазбанк;Сургут;0
QA Automation Engineer / Инженер по автоматизированному тестированию;200000.0;1;Nord.Codes;Санкт-Петербург;0
Senior frontend-разработчик (Backbone.js);350000.0;3;Смарт консалтинг;Новосибирск;0
IT-рекрутер;;1;КБ Уральский банк реконструкции и развития (УБРиР);Екатеринбург;81
.NET Developer;159600.0;1;Карпинский Виктор Александрович;Минск;18
Преподаватель программирования;65000.0;1;Школа программирования Кодики (ИП Федорова Татьяна Валерьевна);Санкт-Петербург;95
Разработчик Android / Android Developer (Middle+);215000.0;3;СЗ РЦАИ;Санкт-Петербург;478
Разработчик Angular (Senior);;3;М.Видео-Эльдорадо;Москва;219
Intern/Junior Salesforce Developer;;0;Сакцесс;Гомель;0
Intern/Junior Salesforce Developer;;0;Сакцесс;Минск;13
Риск-технолог / Старший аналитик (СПР);;3;«Баланс-Платформа»;Москва;0
Специалист по информационной безопасности (SIEM);;3;SPTLab;Москва;41
Инженер по техническому обслуживанию;125000.0;1;ГК Системы и Технологии;Владимир;0
Старший системный инженер (L2);;1;X5 Tech;Москва;71
Fullstack-разработчик для доработки и поддержки портала РБО;;1;MBANK;Бишкек;76
Эксперт Управления разработки внутренних систем Департамент платформенных решений;;3;Евразийский банк, АО;Алматы;12
Senior QA Engineer;185000.0;6;GO Digital;Иннополис;411
Инженер АСУ ТП;171500.0;1;Челябинский кузнечно-прессовый завод (ЧКПЗ);Уфа;0
Программист - разработчик 1С Middle/Senior (IT компания);286350.0;1;Мистер Чек;Краснодар;123
Начальник отдела разработки (IT);;3;БЛАГОСОСТОЯНИЕ, Негосударственный пенсионный фонд;Москва;0
Ведущий разработчик Atlassian;;1;МАГНИТ, Розничная сеть;Москва;12
Ведущий инженер отдела АСУ ТП;200000.0;3;АКСИТЕХ;Москва;0
DevOps-инженер;250000.0;3;Amex Development;Москва;343
Моделлер Optimacros (Оптимакрос);;1;Akvilon;Москва;15
Инженер-программист;75000.0;1;Акрон;Великий Новгород;0
Программист PHP;;1;Стройсервис;Кемерово;12
Программист 1С:Элемент (разработка HR-функциональности / 1С:Персонал);;3;1С;Москва;12
Ведущий системный аналитик;;3;СберЛизинг;Москва;12
Инженер-тестировщик;150000.0;3;Bell Integrator;Москва;0
Senior Mobile & Smart TV Developer (iOS/Android/Smart TV);275000.0;3;Арго Медиа;Санкт-Петербург;198
Android Trainee;;0;Andersen;Тбилиси;0
QA Automation Engineer (JavaScript);;3;Andersen;Ташкент;0
Главный IT -специалист (PL/SQL developer);;1;Халык-Life, АО;Алматы;265
QA Automation Engineer (JavaScript);;3;Andersen;Батуми;2
Программист Delphi;;3;ЭЛЕКТРОЩИТ САМАРА;Самара;0
QA Automation Engineer (JavaScript);;3;Andersen;Гомель;0
ИТ Специалист / Системный администратор / Technical Pre-Sales (ИТ компания, в офис);;0;Winnum;Москва;248
Lead Developer Rust (Рекламная платформа);;3;СБЕР;Москва;12
Android developer Middle/Senior;;3;«UZUM TECHNOLOGIES»;Ташкент;13
Senior QA Automation Engineer;;3;ГК Орбита;Москва;12
MLOps-инженер в Яндекс Еду;;3;Яндекс;Москва;0
Руководитель команды DevOps;;3;ВТБ Факторинг;Москва;363
Руководитель группы DevOps/SRE (Observability);;3;«UZUM TECHNOLOGIES»;Москва;13
Тестировщик-автоматизатор (AQA Engineer);;3;Софт Бизнес Системы;Москва;935
Старший системный аналитик мобильного приложения (Android / WebView);;6;Цифров;Москва;384
Ведущий системный администратор / Руководитель отдела системного администрирования;175000.0;3;РОСГАЗ;Санкт-Петербург;0
Технический писатель (senior, IT);165000.0;3;Бизнес Технологии;Санкт-Петербург;488
Backend-разработчик middle+;150000.0;3;TVIN KAZAKHSTAN (ТВИН КАЗАХСТАН);Алматы;221
Младший научный сотрудник / Инженер-расчетчик CAE;;1;НИИГРАФИТ;Москва;0
AQA Lead / Test Lead / Lead автоматизированного тестирования;320000.0;6;Омега Солюшнс Групп;Москва;356
Ведущий Go-разработчик, Группа разработки хранилища логов;;6;Ozon;Москва;12
MLOps Engineer;;1;Aston;Москва;12
Lecturer Computer Science / Software Engineering;8424.675000000001;3;СП ООО ANIQ VA IJTIMOIY FANLAR UNIVERSITETI;Ташкент;58
Senior Kotlin разработчик в команду World Match&Load;;6;2ГИС;Санкт-Петербург;13
Tech Lead / Руководитель команды разработки Python;400000.0;6;METASCAN;Москва;12
Аналитик DWH;;1;Datanomica;Москва;79
AppSec-инженер (Екатеринбург);;3;Центральный банк Российской Федерации (Банк России);Екатеринбург;0
QA Automation Trainee;;0;Andersen;Тбилиси;0
Программист в сфере искусственного интеллекта (AI);;1;ИНТЕГРА-С, Самара;Самара;40
Инженер-программист АСУ ТП;;0;Системы Нефть и Газ;Уфа;0
Андроид разработчик;105000.0;1;МСДис;Санкт-Петербург;15
Frontend-разработчик;;3;Нейровэд;Москва;15
Сетевой инженер-аналитик;;1;РДП Энтерпрайз;Москва;0
Intern Developer;;0;Синтегрико/Syntegrico;Минск;115
Ведущий программист;;3;ФГБУ ГИВЦ Минкультуры России;Москва;416
Инженер;;1;ITS;Москва;280
Middle Kotlin разработчик в команду World Audits&Core;;3;2ГИС;Москва;14
Системный аналитик;235000.0;6;МОНЕТА;Йошкар-Ола;169
Программист-консультант в отдел поддержки;;3;RBC Group;Алматы;36
DevОps инженер;;3;СБЕР;Москва;12
QA Engineer / Тестировщик;;1;EGAR;Москва;0
C++ DB Internals or Query Execution Specialist (Storage BU);;6;V4Scale;Израиль;36
Специалист технической поддержки (Владимир);95000.0;1;Calltouch;Владимир;12
Системный администратор;110000.0;1;Brooma;Москва;584
Разработчик экосистемы Ред Платформы;;1;Ред Софт;Москва;9
Преподаватель программирования в IT-школу KIBERone;50000.0;1;KiberOne (ИП Зивтинь Мария Олеговна);Москва;0
Системный аналитик (финтех);;6;ITFB Group;Москва;236
Тьютор (наставник – преподаватель) в школу программирования для детей KIBERone;60000.0;0;Киричков Владимир Леонидович;Санкт-Петербург;0
Мобильный разработчик (Android / iOS);;1;SofiaGlobal;Астана;193
Lead Backend Developer;380000.0;6;NM Technologies HK Limited;Москва;276
Android-разработчик;;1;Телега;Казань;15
Backend-разработчик;;1;Банк Приморье;Владивосток;39
Инженер отдела развития информационных систем;;1;СПб ГУП «АТС Смольного»;Санкт-Петербург;12
Реверс-инженер (Android) / Android malware analyst;;1;F6;Москва;12
Инженер (Нагрузочное Тестирование);;1;ИЦ АЙ-ТЕКО;Москва;12
QA Engineer / Инженер по качеству;155000.0;0;Nord.Codes;Санкт-Петербург;203
Junior QA engineer (нагрузочное тестирование);;1;ЦРТ | Группа компаний;Санкт-Петербург;14
Инженер по базовым станциям;;1;T2;Москва;0
Технический директор (CTO);;3;КРОК;Москва;14
Разработчик-системный аналитик;;1;СИСТЕМНЫЕ ТЕХНОЛОГИИ;Минск;170
Инженер - Программист;180000.0;1;Скейл Энтерпрайз;Москва;12
Middle frontend-разработчик;175000.0;3;Бизнес Технологии;Санкт-Петербург;403
Tech-team Lead;;6;NETTOSOFT;Ташкент;0
Software Architect (KATA EDR/NDR);;6;Лаборатория Касперского;Москва;0
Аналитик данных/Алгоритмист в команду Интегрированного бизнес-планирования;;3;X5 Tech;Москва;12
Программист C++/Qt;;3;АМИКОН;Москва;21
Fullstack-разработчик;;3;CANPACK;Москва;387
Тьютор / Наставник в школу программирования для детей;50000.0;0;КиберШкола KIBERone (ИП Коваленко Дмитрий Валерьевич);Санкт-Петербург;35
Педагог детского программирования IT школы;100000.0;0;ГИСТЕЛ;Магнитогорск;0
Тестировщик / Middle QA Engineer (ручное тестирование);;1;Ракета;Екатеринбург;222
Back-end разработчик;;3;АО СО INSON;Ташкент;205
Программист промышленной робототехники;;1;ПИК-специализированный застройщик;Москва;0
Middle+/ Senior Android разработчик;;3;АО ANOR BANK;Ташкент;12
Fullstack-разработчик;;3;Клауд Ком;Москва;431
Универсальный Преподаватель;;1;Компьютерная Академия IT STEP;Ташкент;10
Системный аналитик (Lead);;6;Bell Integrator;Москва;0
Программист-электронщик;100000.0;1;INTERRA;Ростов-на-Дону;49
Аналитик фида / Анти-фрод;99000.0;1;Софтвайс;Санкт-Петербург;387
Middle QA Engineer/Инженер по тестированию;;3;CodeScoring;Санкт-Петербург;84
Senior Cloud Engineer;418000.0;6;COMTEK Inc.;Алматы;253
Manual QA engineer / Тестировщик ПО;80000.0;0;Группа компаний «ИНФОРСЕР»;Москва;2520
Руководитель команды разработки (Team Lead);275000.0;3;РОКЕТ САЙНС;Академгородок (Новосибирская область);147
QA-инженер Middle+;;3;ТелеСистемы Сервис;Москва;1751
QA-инженер Middle+;;3;ТелеСистемы Сервис;Санкт-Петербург;1447
QA-инженер Middle+;;3;ТелеСистемы Сервис;Воронеж;1278
Data Engineer;;3;ИЦ АЙ-ТЕКО;Москва;12
AppSec specialist;;3;Лоция;Москва;0
Data Engineer (Big Data) Scala;192500.0;1;Платформа ОФД;Москва;150
Intern/Manual QA Engineer;;0;Синтегрико/Syntegrico;Минск;289
Intern/Manual QA Engineer;;0;Синтегрико/Syntegrico;Брест;166
Fullstack-аналитик кредитных рисков;;3;Россельхозбанк;Москва;388
Data Engineer/ Middle;;3;Альфа-Банк;Москва;13
Разработчик (AI-Augmented Engineering Platform);;3;Рексофт;Москва;68
Android Developer Middle;;1;Каспи Софтвер;Минск;12
Senior QA инженер ( Ташкент );;3;OCTO;Ташкент;51
Tech Lead [Bridge, МТС Веб Сервисы];;3;МТС;Москва;12
Android-разработчик;82500.0;1;Самохин Арсений Дмитриевич;Москва;13
